| 佰仁医疗 | 688198 |,,,,,,---,,,,,,,,,,### 龙头表现,,,,,| 绿的谐波                          | **688017**      |
| 赛升药业 | 300485 |,,,,,,,,,,,* **京仪装备20CM涨停，历史新高**,,,,,,,,,,| 夏厦精密                          | **001306**      |
| 诺思兰德 | 430047 |,,,,,,## ② 半年报预增,,,,,* **北方华创市值突破7000亿元**,,,,,* **福石控股涨停**,,,,,| 德恩精工                          | **300780**      |
| 康龙化成 | 300759 |,,,,,,,,,,,* 盛剑科技、亚威股份涨停,,,,,* **天地在线涨停**,,,,,| 昊志机电                          | **300503**      |
| 贝达药业 | 300558 |,,,,,,| 股票   | 代码     |,,,,,,,,,,* **欢瑞世纪涨停**,,,,,| 日盈电子                          | **603286**      |
| 诺诚健华 | 688428 |,,,,,,| ---- | ------ |,,,,,**点评：**,,,,,* **引力传媒涨停**,,,,,| 景兴纸业                          | **002067**      |
| 广生堂  | 300436 |,,,,,,| 广汇能源 | 600256 |,,,,,AI算力行情进一步向**国产半导体设备**扩散，说明资金开始炒作国产替代与先进制程。,,,,,* **天娱数科涨停**,,,,,
| 万邦医药 | 301520 |,,,,,,| 盛达资源 | 000603 |,,,,,,,,,,,,,,,> **注：原文“首开股份一字涨停”与人形机器人题材明显不符，疑似资讯误植，暂不纳入机器人统计。**
| 济民健康 | 603222 |,,,,,,,,,,,---,,,,,### 点评,,,,,
| 圣诺生物 | 688117 |,,,,,,---,,,,,,,,,,,,,,,### 龙头表现
| 众生药业 | 002317 |,,,,,,,,,,,# ② 存储芯片,,,,,AI主线从此前的**算力、半导体硬件**，开始向**AI应用、营销、内容、传媒**扩散，这是AI产业链内部资金轮动的重要信号。,,,,,
| 舒泰神  | 300204 |,,,,,,## ③ 存储芯片（★★★★★）,,,,,,,,,,,,,,,* 雷赛智能2连板
,,,,,,,,,,,| 股票   | 代码         |,,,,,---,,,,,* 卧龙电驱涨停
---,,,,,,| 股票   | 代码     |,,,,,| ---- | ---------- |,,,,,,,,,,* 埃斯顿涨停
,,,,,,| ---- | ------ |,,,,,| 时空科技 | **605178** |,,,,,# ② 人形机器人（持续强化）,,,,,* 日发精机涨停
## ② 有色金属（铟）,,,,,,| 天山电子 | 301379 |,,,,,| 金太阳  | **300606** |,,,,,,,,,,* 晋拓股份涨停
,,,,,,| 盈新发展 | 000620 |,,,,,| 香农芯创 | **300475** |,,,,,| 股票             | 代码         |,,,,,
| 股票   | 代码     |,,,,,,| 恒烁股份 | 688416 |,,,,,| 朗科科技 | **300042** |,,,,,| -------------- | ---------- |,,,,,### 点评
| ---- | ------ |,,,,,,| 时空科技 | 605178 |,,,,,| 北京君正 | **300223** |,,,,,| 宏昌科技           | **301008** |,,,,,
| 锌业股份 | 000751 |,,,,,,| 聚辰股份 | 688123 |,,,,,| 普冉股份 | **688766** |,,,,,| 信捷电气           | **603416** |,,,,,今天机器人几乎覆盖：
,,,,,,| 中电港  | 001287 |,,,,,| 佰维存储 | **688525** |,,,,,| 锋龙股份           | **002931** |,,,,,
---,,,,,,| 深科技  | 000021 |,,,,,,,,,,| 日盈电子           | **603286** |,,,,,```text
,,,,,,,,,,,### 龙头表现,,,,,| 迎丰股份           | **605055** |,,,,,减速器
## ③ 零售,,,,,,---,,,,,,,,,,| 斯菱股份（文中“斯菱智驱”） | **301550** |,,,,,↓
,,,,,,,,,,,* 时空科技涨停创历史新高,,,,,| 德马科技           | **688360** |,,,,,
| 股票   | 代码     |,,,,,,## ④ 低空经济,,,,,* 金太阳涨超10%,,,,,| 方正电机           | **002196** |,,,,,伺服系统
| ---- | ------ |,,,,,,,,,,,,,,,,| 步科股份           | **688160** |,,,,,
| 中百集团 | 000759 |,,,,,,| 股票   | 代码     |,,,,,**催化：**,,,,,| 力星股份           | **300421** |,,,,,↓
| 宁波中百 | 600857 |,,,,,,| ---- | ------ |,,,,,,,,,,| 兆丰股份           | **300695** |,,,,,
| 浙江东日 | 600113 |,,,,,,| 四川九洲 | 000801 |,,,,,* 美光业绩持续超预期,,,,,| 中大力德           | **002896** |,,,,,电机
| 步步高  | 002251 |,,,,,,| 振芯科技 | 300101 |,,,,,* AI服务器带动HBM、DDR5需求,,,,,| 五洲新春           | **603667** |,,,,,
| 东百集团 | 600693 |,,,,,,| 航天电子 | 600879 |,,,,,* 存储芯片价格继续上涨,,,,,| 奥比中光           | **688322** |,,,,,↓
| 中央商场 | 600280 |,,,,,,| 航宇微  | 300053 |,,,,,,,,,,,,,,,
,,,,,,| 晨曦航空 | 300581 |,,,,,---,,,,,### 龙头表现,,,,,控制器
---,,,,,,| 联创光电 | 600363 |,,,,,,,,,,,,,,,
,,,,,,| 华力创通 | 300045 |,,,,,# ③ 电子特气,,,,,* 宏昌科技20CM涨停,,,,,↓
## ④ 可控核聚变,,,,,,| 睿创微纳 | 688002 |,,,,,,,,,,* 信捷电气涨停,,,,,
,,,,,,,,,,,| 股票   | 代码         |,,,,,* 锋龙股份涨停,,,,,轴承
| 股票   | 代码     |,,,,,,---,,,,,| ---- | ---------- |,,,,,* 日盈电子涨停,,,,,
| ---- | ------ |,,,,,,,,,,,| 金宏气体 | **688106** |,,,,,,,,,,↓
| 百利电气 | 600468 |,,,,,,## ⑤ 光刻胶,,,,,| 蜀道装备 | **300540** |,,,,,### 点评,,,,,
| 联创光电 | 600363 |,,,,,,,,,,,| 广钢气体 | **688548** |,,,,,,,,,,轻量化材料
| 西部超导 | 688122 |,,,,,,| 股票   | 代码     |,,,,,| 昊华科技 | **600378** |,,,,,机器人已经连续多日活跃，资金重新围绕**执行器、减速器、控制器、传感器**等核心零部件展开炒作。,,,,,```
| 常辅股份 | 871396 |,,,,,,| ---- | ------ |,,,,,| 正帆科技 | **688596** |,,,,,,,,,,
| 哈焊华通 | 301137 |,,,,,,| 兴业股份 | 603928 |,,,,,| 中船特气 | **688146** |,,,,,---,,,,,已经形成完整产业链共振，是今天最强主线。
| 海陆重工 | 002255 |,,,,,,| 百合花  | 603823 |,,,,,| 有研硅  | **688432** |,,,,,,,,,,
| 中核科技 | 000777 |,,,,,,| 恒坤新材 | 301565 |,,,,,| 神工股份 | **688233** |,,,,,# ③ 创新药 / 化学制药,,,,,---
,,,,,,| 国风新材 | 000859 |,,,,,| 沪硅产业 | **688126** |,,,,,,,,,,
---,,,,,,| 江化微  | 603078 |,,,,,,,,,,| 股票   | 代码         |,,,,,# ② 减速器
,,,,,,| 八亿时空 | 688181 |,,,,,### 龙头表现,,,,,| ---- | ---------- |,,,,,
## ⑤ CPO,,,,,,,,,,,,,,,,| 海南海药 | **000566** |,,,,,| 股票   | 代码         |
,,,,,,---,,,,,* 金宏气体大涨15%+,,,,,| 京新药业 | **002020** |,,,,,| ---- | ---------- |
| 股票   | 代码     |,,,,,,,,,,,* 蜀道装备涨超10%,,,,,| 宣泰医药 | **688247** |,,,,,| 日发精机 | **002520** |
| ---- | ------ |,,,,,,## ⑥ 交换机（AI网络）,,,,,,,,,,| 易明医药 | **002826** |,,,,,| 丰光精密 | **430510** |
| 华工科技 | 000988 |,,,,,,,,,,,**催化：**,,,,,| 贝达药业 | **300558** |,,,,,| 中大力德 | **002896** |
| 光库科技 | 300620 |,,,,,,| 股票   | 代码     |,,,,,,,,,,| 前沿生物 | **688221** |,,,,,| 夏厦精密 | **001306** |
| 联讯仪器 | 688545 |,,,,,,| ---- | ------ |,,,,,高纯二氧化碳供应紧张，电子特气进入多品种涨价周期。,,,,,| 天宇股份 | **300702** |,,,,,| 绿的谐波 | **688017** |
| 剑桥科技 | 603083 |,,,,,,| 紫光股份 | 000938 |,,,,,,,,,,,,,,,| 德恩精工 | **300780** |
| 华懋科技 | 603306 |,,,,,,| 星网锐捷 | 002396 |,,,,,---,,,,,### 龙头,,,,,| 昊志机电 | **300503** |
,,,,,,| 锐捷网络 | 301165 |,,,,,,,,,,,,,,,
---,,,,,,| 菲菱科思 | 301191 |,,,,,# ④ 氟化工,,,,,* 海南海药涨停,,,,,减速器继续作为机器人最强分支。
,,,,,,| 共进股份 | 603118 |,,,,,,,,,,* 京新药业涨停,,,,,
## ⑥ 氟化工,,,,,,| 瑞斯康达 | 603803 |,,,,,| 股票   | 代码         |,,,,,,,,,,---
,,,,,,| 中兴通讯 | 000063 |,,,,,| ---- | ---------- |,,,,,创新药经历调整后再次获得资金回流。,,,,,
| 股票   | 代码     |,,,,,,,,,,,| 多氟多  | **002407** |,,,,,,,,,,# ③ 创新药
| ---- | ------ |,,,,,,---,,,,,| 三美股份 | **603379** |,,,,,---,,,,,
| 中欣氟材 | 002915 |,,,,,,,,,,,| 昊华科技 | **600378** |,,,,,,,,,,| 股票   | 代码                       |
| 多氟多  | 002407 |,,,,,,## ⑦ 商业航天,,,,,| 联创股份 | **300343** |,,,,,# ④ 光刻胶（半导体材料）,,,,,| ---- | ------------------------ |
| 三美股份 | 603379 |,,,,,,,,,,,| 永和股份 | **605020** |,,,,,,,,,,| 石药景峰 | **（文中简称，实际对应需以交易所名称为准）** |
| 巨化股份 | 600160 |,,,,,,| 股票   | 代码     |,,,,,| 金石资源 | **603505** |,,,,,| 股票   | 代码         |,,,,,| 苑东生物 | **688513**               |
| 泰和科技 | 300801 |,,,,,,| ---- | ------ |,,,,,| 巍华新材 | **603310** |,,,,,| ---- | ---------- |,,,,,| 申联生物 | **688098**               |
| 昊华科技 | 600378 |,,,,,,| 中天火箭 | 003009 |,,,,,| 中巨芯  | **688549** |,,,,,| 兴业股份 | **603928** |,,,,,| 维康药业 | **300878**               |
,,,,,,| 金风科技 | 002202 |,,,,,| 雅克科技 | **002409** |,,,,,| 百合花  | **603823** |,,,,,| 益方生物 | **688382**               |
---,,,,,,| 盛路通信 | 002446 |,,,,,,,,,,| 天龙集团 | **300063** |,,,,,
,,,,,,| 天银机电 | 300342 |,,,,,### 龙头表现,,,,,| 南大光电 | **300346** |,,,,,### 龙头
## ⑦ 电子特气,,,,,,| 航宇科技 | 688239 |,,,,,,,,,,| 彤程新材 | **603650** |,,,,,
,,,,,,| 广联航空 | 300900 |,,,,,* 多氟多3连板,,,,,| 格林达  | **603931** |,,,,,石药景峰2连板。
| 股票   | 代码     |,,,,,,| 移远通信 | 603236 |,,,,,* 三美股份涨停,,,,,| 西陇科学 | **002584** |,,,,,
| ---- | ------ |,,,,,,| 电科芯片 | 600877 |,,,,,* 昊华科技再创新高,,,,,,,,,,创新药连续第三天保持活跃。
| 凯美特气 | 002549 |,,,,,,,,,,,,,,,,### 龙头表现,,,,,
| 金宏气体 | 688106 |,,,,,,---,,,,,**点评：**,,,,,,,,,,---
| 华特气体 | 688268 |,,,,,,,,,,,化工涨价逻辑延续，与半导体材料形成共振。,,,,,* 兴业股份5天4板,,,,,
| 南大光电 | 300346 |,,,,,,## ⑧ 氟化工（电子化学品）,,,,,,,,,,* 百合花3天2板,,,,,# ④ 贵金属（今日资源最强）
| 广钢气体 | 688548 |,,,,,,,,,,,---,,,,,,,,,,
| 侨源股份 | 301286 |,,,,,,| 股票   | 代码     |,,,,,,,,,,半导体材料继续保持活跃。,,,,,| 股票   | 代码                           |
,,,,,,| ---- | ------ |,,,,,# ⑤ MLCC,,,,,,,,,,| ---- | ---------------------------- |
---,,,,,,| 湖北宜化 | 000422 |,,,,,,,,,,---,,,,,| 赤峰黄金 | **600988**                   |
,,,,,,| 多氟多  | 002407 |,,,,,| 股票   | 代码         |,,,,,,,,,,| 招金黄金 | **1818.HK（港股）/A股资讯对应简称存在混用** |
## ⑧ 游戏,,,,,,,,,,,| ---- | ---------- |,,,,,# ⑤ 工业母机,,,,,| 山金国际 | **000975**                   |
,,,,,,---,,,,,| 振华科技 | **000733** |,,,,,,,,,,| 晓程科技 | **300139**                   |
| 股票   | 代码     |,,,,,,,,,,,| 斯迪克  | **300806** |,,,,,| 股票   | 代码         |,,,,,| 山东黄金 | **600547**                   |
| ---- | ------ |,,,,,,## ⑨ 稀有金属（锂资源）,,,,,| 达利凯普 | **301566** |,,,,,| ---- | ---------- |,,,,,
| 完美世界 | 002624 |,,,,,,,,,,,| 宏达电子 | **300726** |,,,,,| 科德数控 | **688305** |,,,,,### 龙头表现
| 神州泰岳 | 300002 |,,,,,,| 股票   | 代码     |,,,,,| 洁美科技 | **002859** |,,,,,| 宏德股份 | **301163** |,,,,,
| 星辉娱乐 | 300043 |,,,,,,| ---- | ------ |,,,,,| 风华高科 | **000636** |,,,,,| 沈阳机床 | **000410** |,,,,,* 赤峰黄金2连板
| 昆仑万维 | 300418 |,,,,,,| 盛新锂能 | 002240 |,,,,,,,,,,| 秦川机床 | **000837** |,,,,,* 招金黄金快速涨停
| 迅游科技 | 300467 |,,,,,,| 中矿资源 | 002738 |,,,,,### 龙头,,,,,| 恒而达  | **300946** |,,,,,
| 冰川网络 | 300533 |,,,,,,| 天华新能 | 300390 |,,,,,,,,,,| 艾迪精密 | **603638** |,,,,,### 催化
,,,,,,| 云南锗业 | 002428 |,,,,,振华科技涨停。,,,,,| 纽威数控 | **688697** |,,,,,
---,,,,,,| 金钼股份 | 601958 |,,,,,,,,,,,,,,,* 美国非农数据扰动
,,,,,,| 锡业股份 | 000960 |,,,,,MLCC继续受益于AI服务器和汽车电子需求增长。,,,,,### 龙头,,,,,* 黄金价格重回高位
## ⑨ 液冷服务器,,,,,,,,,,,,,,,,,,,,,* 避险情绪升温
,,,,,,---,,,,,---,,,,,科德数控涨近15%。,,,,,
| 股票   | 代码     |,,,,,,,,,,,,,,,,,,,,,黄金成为今天资源股最强方向。
| ---- | ------ |,,,,,,## ⑩ 机器人,,,,,# ⑥ 人形机器人,,,,,高端装备方向获得资金关注。,,,,,
| 美利信  | 301307 |,,,,,,,,,,,,,,,,,,,,,---
| 淳中科技 | 603516 |,,,,,,| 股票   | 代码     |,,,,,| 股票   | 代码         |,,,,,---,,,,,
| 汉钟精机 | 002158 |,,,,,,| ---- | ------ |,,,,,| ---- | ---------- |,,,,,,,,,,# ⑤ 航天军工
| 雪人集团 | 002639 |,,,,,,| 春光科技 | 603657 |,,,,,| 长源东谷 | **603950** |,,,,,# ⑥ 氟化工,,,,,
| 欧陆通  | 300870 |,,,,,,| 锋龙股份 | 002931 |,,,,,| 埃斯顿  | **002747** |,,,,,,,,,,| 股票   | 代码         |
| 浪潮信息 | 000977 |,,,,,,| 中坚科技 | 002779 |,,,,,| 泰晶科技 | **603738** |,,,,,| 股票   | 代码         |,,,,,| ---- | ---------- |
| 中石科技 | 300684 |,,,,,,| 埃斯顿  | 002747 |,,,,,| 拓斯达  | **300607** |,,,,,| ---- | ---------- |,,,,,| 航发科技 | **600391** |
| 盾安环境 | 002011 |,,,,,,| 乔锋智能 | 301603 |,,,,,| 东土科技 | **300353** |,,,,,| 和远气体 | **002971** |,,,,,| 航天发展 | **000547** |
,,,,,,| 创世纪  | 300083 |,,,,,| 昊志机电 | **300503** |,,,,,| 联化科技 | **002250** |,,,,,| 航天环宇 | **688523** |
---,,,,,,| 昊志机电 | 300503 |,,,,,| 胜蓝股份 | **300843** |,,,,,| 永太科技 | **002326** |,,,,,| 爱乐达  | **300696** |
,,,,,,| 华依科技 | 688071 |,,,,,| 兆威机电 | **003021** |,,,,,| 滨化股份 | **601678** |,,,,,| 理工导航 | **688282** |
## ⑩ MLCC,,,,,,,,,,,| 金田股份 | **601609** |,,,,,| 联创股份 | **300343** |,,,,,
,,,,,,---,,,,,,,,,,,,,,,军工板块出现快速异动。
| 股票   | 代码     |,,,,,,,,,,,### 龙头,,,,,### 龙头,,,,,
| ---- | ------ |,,,,,,## ? 钠离子电池,,,,,,,,,,,,,,,---
| 洁美科技 | 002859 |,,,,,,,,,,,* 长源东谷涨停,,,,,* 和远气体2连板,,,,,
| 三环集团 | 300408 |,,,,,,| 股票   | 代码     |,,,,,* 埃斯顿涨停,,,,,* 联化科技涨停,,,,,# ⑥ 液冷服务器
| 商络电子 | 300975 |,,,,,,| ---- | ------ |,,,,,* 泰晶科技涨停,,,,,,,,,,
| 火炬电子 | 603678 |,,,,,,| 丰元股份 | 002805 |,,,,,* 拓斯达涨超17%,,,,,涨价逻辑仍在延续。,,,,,| 股票   | 代码                   |
| 国瓷材料 | 300285 |,,,,,,| 湖南裕能 | 301358 |,,,,,,,,,,,,,,,| ---- | -------------------- |
| 利和兴  | 301013 |,,,,,,| 恩捷股份 | 002812 |,,,,,机器人重新获得资金关注。,,,,,---,,,,,| 飞龙股份 | **002536**           |
| 风华高科 | 000636 |,,,,,,| 宁德时代 | 300750 |,,,,,,,,,,,,,,,| 申菱环境 | **301018**           |
,,,,,,| 贝特瑞  | 835185 |,,,,,---,,,,,# ⑦ 化纤,,,,,| 腾龙股份 | **603158**           |
---,,,,,,,,,,,,,,,,,,,,,| 强瑞技术 | **301128**           |
,,,,,,---,,,,,# ⑦ 算力租赁,,,,,| 股票   | 代码         |,,,,,| 川环科技 | **300547**           |
## ? 玻璃基板,,,,,,,,,,,,,,,,| ---- | ---------- |,,,,,| 大元泵业 | **603757**           |
,,,,,,## ? CPO（光通信）,,,,,| 股票   | 代码         |,,,,,| 尤夫股份 | **002427** |,,,,,| 南方泵业 | **300145（南方泵业相关主体）** |
| 股票   | 代码     |,,,,,,,,,,,| ---- | ---------- |,,,,,| 优彩资源 | **002998** |,,,,,| 英维克  | **002837**           |
| ---- | ------ |,,,,,,| 股票   | 代码     |,,,,,| 飞利信  | **300287** |,,,,,| ST海龙 | **000677** |,,,,,
| 彩虹股份 | 600707 |,,,,,,| ---- | ------ |,,,,,| 旋极信息 | **300324** |,,,,,| 宝丽迪  | **300905** |,,,,,液冷继续受益AI服务器需求。
| 凯盛科技 | 600552 |,,,,,,| 太辰光  | 300570 |,,,,,| 中富通  | **300560** |,,,,,| 新乡化纤 | **000949** |,,,,,
| 旗滨集团 | 601636 |,,,,,,| 源杰科技 | 688498 |,,,,,| 中创环保 | **300056** |,,,,,| 同益中  | **688722** |,,,,,---
| 帝尔激光 | 300776 |,,,,,,| 胜宏科技 | 300476 |,,,,,| 华孚时尚 | **002042** |,,,,,| 蒙泰高新 | **300876** |,,,,,
| 鼎龙股份 | 300054 |,,,,,,| 新易盛  | 300502 |,,,,,| 迈信林  | **688685** |,,,,,| 恒逸石化 | **000703** |,,,,,# ⑦ 交换机（算力网络）
| 五方光电 | 002962 |,,,,,,| 铭普光磁 | 002902 |,,,,,,,,,,,,,,,
| 雷曼光电 | 300162 |,,,,,,| 仕佳光子 | 688313 |,,,,,飞利信20CM涨停，算力租赁热度持续。,,,,,化纤板块整体反弹。,,,,,| 股票   | 代码         |
,,,,,,| 中际旭创 | 300308 |,,,,,,,,,,,,,,,| ---- | ---------- |
---,,,,,,| 长光华芯 | 688048 |,,,,,---,,,,,---,,,,,| 星网锐捷 | **002396** |
,,,,,,,,,,,,,,,,,,,,,| 锐捷网络 | **301165** |
## ? 存储芯片,,,,,,---,,,,,# ⑧ 工业互联网,,,,,# ⑧ 养殖业,,,,,| 盛科通信 | **688702** |
,,,,,,,,,,,,,,,,,,,,,| 紫光股份 | **000938** |
| 股票   | 代码     |,,,,,,## ? 算力租赁,,,,,| 股票   | 代码         |,,,,,| 股票   | 代码         |,,,,,| 菲菱科思 | **301191** |
| ---- | ------ |,,,,,,,,,,,| ---- | ---------- |,,,,,| ---- | ---------- |,,,,,| 共进股份 | **603118** |
| 时空科技 | 605178 |,,,,,,| 股票   | 代码     |,,,,,| 东土科技 | **300353** |,,,,,| 益生股份 | **002458** |,,,,,
| 兆易创新 | 603986 |,,,,,,| ---- | ------ |,,,,,| 宝信软件 | **600845** |,,,,,| 天域生物 | **603717** |,,,,,### 龙头
| 大港股份 | 002077 |,,,,,,| 宏景科技 | 301396 |,,,,,| 中控技术 | **688777** |,,,,,| 新五丰  | **600975** |,,,,,
| 北京君正 | 300223 |,,,,,,| 润建股份 | 002929 |,,,,,| 东方国信 | **300166** |,,,,,| 国联水产 | **300094** |,,,,,* 星网锐捷4天3板
| 普冉股份 | 688766 |,,,,,,| 大位科技 | 600589 |,,,,,| 用友网络 | **600588** |,,,,,| 华英农业 | **002321** |,,,,,* 锐捷网络20CM 4天2板
,,,,,,| 铜牛信息 | 300895 |,,,,,,,,,,| 民和股份 | **002234** |,,,,,
---,,,,,,| 首都在线 | 300846 |,,,,,AI+工业数字化方向轮动。,,,,,,,,,,AI算力网络继续强化。
,,,,,,| 网宿科技 | 300017 |,,,,,,,,,,养殖板块继续修复。,,,,,
## ? 半导体硅片,,,,,,| 利通电子 | 603629 |,,,,,---,,,,,,,,,,---
,,,,,,| 优刻得  | 688158 |,,,,,,,,,,---,,,,,
| 股票    | 代码     |,,,,,,,,,,,# ⑨ 券商,,,,,,,,,,# ⑧ 电网设备
| ----- | ------ |,,,,,,---,,,,,,,,,,# 二、今日盘面分析,,,,,
| 神工股份  | 688233 |,,,,,,,,,,,| 股票   | 代码         |,,,,,,,,,,| 股票   | 代码         |
| 沪硅产业  | 688126 |,,,,,,## ? 半导体设备,,,,,| ---- | ---------- |,,,,,---,,,,,| ---- | ---------- |
| 中晶科技  | 003026 |,,,,,,,,,,,| 华安证券 | **600909** |,,,,,,,,,,| 华明装备 | **002270** |
| 西安奕材  | 688709 |,,,,,,| 股票   | 代码     |,,,,,| 天风证券 | **601162** |,,,,,# ① AI主线出现明显切换（★★★★★）,,,,,| 金智科技 | **002090** |
| 立昂微   | 605358 |,,,,,,| ---- | ------ |,,,,,| 长江证券 | **000783** |,,,,,,,,,,| 金冠电气 | **688517** |
| TCL中环 | 002129 |,,,,,,| 正帆科技 | 688596 |,,,,,| 招商证券 | **600999** |,,,,,今天最大的变化不是AI退潮，而是**AI内部风格切换**。,,,,,| 明阳电气 | **301291** |
,,,,,,| 联得装备 | 300545 |,,,,,| 首创证券 | **601136** |,,,,,,,,,,| 神马电力 | **603530** |
---,,,,,,| 华亚智能 | 003043 |,,,,,,,,,,过去几天：,,,,,| 思源电气 | **002028** |
,,,,,,| 屹唐股份 | 688729 |,,,,,华安证券再次涨停，大金融维持活跃。,,,,,,,,,,
## ? 半导体设备/材料,,,,,,| 富乐德  | 301297 |,,,,,,,,,,```text,,,,,电网方向继续保持趋势。
,,,,,,| 中科飞测 | 688361 |,,,,,---,,,,,PCB,,,,,
| 股票   | 代码     |,,,,,,| 北方华创 | 002371 |,,,,,,,,,,↓,,,,,---
| ---- | ------ |,,,,,,,,,,,# ⑩ 房地产,,,,,,,,,,
| 有研硅  | 688432 |,,,,,,---,,,,,,,,,,先进封装,,,,,# ⑨ 折叠屏
| 京仪装备 | 688652 |,,,,,,,,,,,| 股票   | 代码         |,,,,,↓,,,,,
| 江丰电子 | 300666 |,,,,,,## ? 半导体（芯片设计/MEMS）,,,,,| ---- | ---------- |,,,,,,,,,,| 股票   | 代码         |
,,,,,,,,,,,| 三湘印象 | **000863** |,,,,,半导体设备,,,,,| ---- | ---------- |
---,,,,,,| 股票   | 代码     |,,,,,| 盈新发展 | **600322** |,,,,,```,,,,,| 福蓉科技 | **603327** |
,,,,,,| ---- | ------ |,,,,,| 深深房A | **000029** |,,,,,,,,,,| 宜安科技 | **300328** |
# 二、今日题材热度排名（按资金强度）,,,,,,| 格科微  | 688728 |,,,,,| 福星股份 | **000926** |,,,,,今天演变为：,,,,,| 安洁科技 | **002635** |
,,,,,,| 敏芯股份 | 688286 |,,,,,| 黑牡丹  | **600510** |,,,,,,,,,,| 精研科技 | **300709** |
| 排名  | 题材                     | 热度        | 逻辑                       |,,,,,,| 银河微电 | 688689 |,,,,,,,,,,```text,,,,,| 联得装备 | **300545** |
| --- | ---------------------- | --------- | ------------------------ |,,,,,,,,,,,政策预期驱动的超跌反弹。,,,,,AI应用,,,,,
| ??1 | 创新药                    | ????????? | 消息最多，医保目录+ETF爆发+20CM+涨停潮 |,,,,,,---,,,,,,,,,,↓,,,,,消费电子继续轮动。
| ??2 | 半导体（存储+硅片+设备+电子特气）     | ????????  | 多条新闻共振，产业链全面上涨           |,,,,,,,,,,,---,,,,,,,,,,
| ??3 | AI硬件（CPO+液冷+MLCC+玻璃基板） | ???????   | 算力产业链持续活跃，细分方向轮动         |,,,,,,# 二、今日题材热度排名（按资金强度）,,,,,,,,,,传媒,,,,,---
| 4   | 可控核聚变                  | ??????    | 资金持续回流，龙头涨停              |,,,,,,,,,,,# ? 养殖业,,,,,↓,,,,,
| 5   | 氟化工                    | ?????     | 涨停带动，属于化工分支              |,,,,,,| 排名  | 题材                 | 热度        | 逻辑                         |,,,,,,,,,,,,,,,# ⑩ 存储芯片
| 6   | 游戏                     | ????      | AI应用方向反弹                 |,,,,,,| --- | ------------------ | --------- | -------------------------- |,,,,,| 股票   | 代码              |,,,,,营销,,,,,
| 7   | 零售                     | ???       | 防御属性，持续性一般               |,,,,,,| ??1 | 半导体（存储+设备+光刻胶+芯片）  | ????????? | 存储、设备、光刻胶、芯片设计全天共振，产业链最完整  |,,,,,| ---- | --------------- |,,,,,↓,,,,,| 股票   | 代码         |
