## 一、新闻涉及个股整理（按题材分类）,,,,,,,,,## 一、今日热点板块及股票代码整理,,,,,# 一、今日热点板块及股票代码整理,,,,,# 一、今日热点板块及股票代码整理,,,,,# 一、今日热点板块及股票代码整理
,,,,,,,,,| 金龙汽车 | **600686** |,,,,,| 风华高科 | **000636** |,,,,,| 京东方A | **000725** |,,,,,| 晋拓股份 | **603211** |
> 宗申动力、中信海直涨停,,,,,,,,,| 海马汽车 | **000572** |,,,,,| 昀冢科技 | **688260** |,,,,,| 凯盛科技 | **600552** |,,,,,| 天润工业 | **002283** |
> 中航西飞涨停,,,,,,,,,| 曙光股份 | **600303** |,,,,,,,,,,| 宸展光电 | **003019** |,,,,,| 宁波方正 | **300998** |
> 航发科技涨停,,,,,,,,,| 福田汽车 | **600166** |,,,,,双星新材已经走出：,,,,,| 彩虹股份 | **600707** |,,,,,| 华依科技 | **688071** |
> 晨曦航空大涨,,,,,,,,,| 中国重汽 | **000951** |,,,,,,,,,,,,,,,| 埃斯顿  | **002747** |
,,,,,,,,,,,,,,> **9天5板**,,,,,属于消费电子+AI终端方向。,,,,,| 领益智造 | **002600** |
可以发现：,,,,,,,,,属于超跌修复。,,,,,,,,,,,,,,,| 锋龙股份 | **002931** |
,,,,,,,,,,,,,,成为消费电子方向高度板。,,,,,---,,,,,
**低空经济已经开始向航空制造扩散。**,,,,,,,,,---,,,,,,,,,,,,,,,机器人重新活跃。
,,,,,,,,,,,,,,---,,,,,# ⑤ 玻璃基板,,,,,
路线：,,,,,,,,,## ⑤ 小金属（今日最强）,,,,,,,,,,,,,,,---
,,,,,,,,,,,,,,# ⑤ 铜箔,,,,,| 股票   | 代码         |,,,,,
```,,,,,,,,,| 股票   | 代码         |,,,,,,,,,,| ---- | ---------- |,,,,,# ⑤ AI人工智能
低空飞行,,,,,,,,,| ---- | ---------- |,,,,,| 股票   | 代码         |,,,,,| 旗滨集团 | **601636** |,,,,,
     │,,,,,,,,,| 盛龙股份 | **待确认**    |,,,,,| ---- | ---------- |,,,,,| 长信科技 | **300088** |,,,,,| 股票   | 代码         |
eVTOL,,,,,,,,,| 金钼股份 | **601958** |,,,,,| 诺德股份 | **600110** |,,,,,| 力诺药包 | **301188** |,,,,,| ---- | ---------- |
     │,,,,,,,,,| 有研粉材 | **688456** |,,,,,| 光华科技 | **002741** |,,,,,| 美迪凯  | **688079** |,,,,,| 中际旭创 | **300308** |
发动机,,,,,,,,,| 兴业银锡 | **000426** |,,,,,| 逸豪新材 | **301176** |,,,,,| 沃格光电 | **603773** |,,,,,| 光迅科技 | **002281** |
     │,,,,,,,,,| 紫金矿业 | **601899** |,,,,,| 铜冠铜箔 | **301217** |,,,,,| 帝尔激光 | **300776** |,,,,,| 千方科技 | **002373** |
航空材料,,,,,,,,,| 西部矿业 | **601168** |,,,,,| 华正新材 | **603186** |,,,,,,,,,,| 天娱数科 | **002354** |
     │,,,,,,,,,| 盛新锂能 | **002240** |,,,,,| 泰金新能 | **待确认**    |,,,,,旗滨集团已经走出：,,,,,| 新易盛  | **300502** |
航空制造,,,,,,,,,| 天华新能 | **300390** |,,,,,,,,,,,,,,,
     │,,,,,,,,,| 赣锋锂业 | **002460** |,,,,,铜箔已经连续多日强势。,,,,,> **3连板。**,,,,,AI推理方向继续走强。
军工装备,,,,,,,,,| 翔鹭钨业 | **002842** |,,,,,,,,,,,,,,,
```,,,,,,,,,| 章源钨业 | **002378** |,,,,,---,,,,,---,,,,,---
,,,,,,,,,| 贵研铂业 | **600459** |,,,,,,,,,,,,,,,
今天资金已经不是炒无人机，而是开始炒整个航空产业链。,,,,,,,,,| 东方钽业 | **000962** |,,,,,# ⑥ 电网设备,,,,,# ⑥ 航运,,,,,# ⑥ 减肥药
,,,,,,,,,| 云南锗业 | **002428** |,,,,,,,,,,,,,,,
这条线有可能成为本周主线。,,,,,,,,,| 厦门钨业 | **600549** |,,,,,| 股票   | 代码         |,,,,,| 股票   | 代码              |,,,,,| 股票   | 代码         |
,,,,,,,,,| 江西铜业 | **600362** |,,,,,| ---- | ---------- |,,,,,| ---- | --------------- |,,,,,| ---- | ---------- |
---,,,,,,,,,| 锡业股份 | **000960** |,,,,,| 中国西电 | **601179** |,,,,,| 中远海能 | **600026**      |,,,,,| 华森制药 | **002907** |
,,,,,,,,,| 洛阳钼业 | **603993** |,,,,,| 长城电工 | **600192** |,,,,,| 招商轮船 | **601872**      |,,,,,| 博瑞医药 | **688166** |
## ② 第二主线：工业金属（铜+铝+钼+稀土）,,,,,,,,,| 铂科新材 | **300811** |,,,,,| 安科瑞  | **300286** |,,,,,| 招商南油 | **601975**      |,,,,,| 昭衍新药 | **603127** |
,,,,,,,,,,,,,,| 金盘科技 | **688676** |,,,,,| 中国船舶 | **600150**      |,,,,,| 常山药业 | **300255** |
强度：★★★★★,,,,,,,,,今天整个有色全面爆发。,,,,,| 泰永长征 | **002927** |,,,,,| 国航远洋 | **833171（北交所）** |,,,,,| 圣诺生物 | **688117** |
,,,,,,,,,,,,,,| 新特电气 | **301120** |,,,,,,,,,,| 纳微科技 | **688690** |
新闻里面提到一句：,,,,,,,,,---,,,,,| 保变电气 | **600550** |,,,,,属于油运景气+国际航运方向。,,,,,| 众生药业 | **002317** |
,,,,,,,,,,,,,,,,,,,,,,,,
> "算力金属 铜铝钼共振",,,,,,,,,## ⑥ PCB（印制电路板）,,,,,属于AI电力基础设施方向。,,,,,---,,,,,医药板块轮动。
,,,,,,,,,,,,,,,,,,,,,,,,
这是最近机构提出的新概念。,,,,,,,,,| 股票   | 代码              |,,,,,---,,,,,# ⑦ 超级电容,,,,,---
,,,,,,,,,| ---- | --------------- |,,,,,,,,,,,,,,,
AI数据中心建设：,,,,,,,,,| 生益科技 | **600183**      |,,,,,# ⑦ 存储芯片,,,,,| 股票   | 代码              |,,,,,# ⑦ 稀土永磁
,,,,,,,,,| 宝鼎科技 | **002552**      |,,,,,,,,,,| ---- | --------------- |,,,,,
```,,,,,,,,,| 崇达技术 | **002815**      |,,,,,| 股票   | 代码                    |,,,,,| 海星股份 | **603115**      |,,,,,| 股票   | 代码             |
服务器,,,,,,,,,| 华正新材 | **603186**      |,,,,,| ---- | --------------------- |,,,,,| 艾华集团 | **603989**      |,,,,,| ---- | -------------- |
↓,,,,,,,,,| 四会富仕 | **300852**      |,,,,,| 大普微  | **（拟上市企业概念，需确认对应A股）** |,,,,,| 铜峰电子 | **600237**      |,,,,,| 中稀有色 | **000831**     |
铜线,,,,,,,,,| 南亚新材 | **688519**      |,,,,,| 雅创电子 | **301099**            |,,,,,| 江海股份 | **002484**      |,,,,,| 天和磁材 | **603072**     |
↓,,,,,,,,,| 生益电子 | **688183**      |,,,,,| 同有科技 | **300302**            |,,,,,| 东阳光  | **600673**      |,,,,,| 中国稀土 | **000831（更名）** |
电缆,,,,,,,,,| 中富电路 | **300814**      |,,,,,| 成都华微 | **688709**            |,,,,,| 龙辰科技 | **833243（北交所）** |,,,,,| 正海磁材 | **300224**     |
↓,,,,,,,,,| 广合科技 | **001389**      |,,,,,| 深科技  | **000021**            |,,,,,| 万顺新材 | **300057**      |,,,,,| 中科磁业 | **301141**     |
散热,,,,,,,,,| 则成电子 | **837821（北交所）** |,,,,,| 兆易创新 | **603986**            |,,,,,,,,,,| 北方稀土 | **600111**     |
↓,,,,,,,,,| 沪电股份 | **002463**      |,,,,,,,,,,属于AI电源、电力电子方向。,,,,,
铜,,,,,,,,,,,,,,AI存储需求继续增加。,,,,,,,,,,资源方向继续加强。
,,,,,,,,,催化：,,,,,,,,,,---,,,,,
新能源,,,,,,,,,,,,,,---,,,,,,,,,,---
↓,,,,,,,,,覆铜板涨价+PCB产品涨价20%。,,,,,,,,,,# 二、今日盘面分析,,,,,
铝,,,,,,,,,,,,,,# ⑧ 锂电池,,,,,,,,,,# ⑧ 铜
,,,,,,,,,---,,,,,,,,,,## ① AI硬件产业链全面进入主升浪（★★★★★）,,,,,
航空发动机,,,,,,,,,,,,,,| 股票   | 代码         |,,,,,,,,,,| 股票   | 代码         |
↓,,,,,,,,,## ⑦ 氟化工,,,,,| ---- | ---------- |,,,,,今天最大的特点就是：,,,,,| ---- | ---------- |
钼,,,,,,,,,,,,,,| 诺德股份 | **600110** |,,,,,,,,,,| 江西铜业 | **600362** |
,,,,,,,,,| 股票   | 代码         |,,,,,| 亿纬锂能 | **300014** |,,,,,> **AI服务器产业链全面高潮。**,,,,,| 西部矿业 | **601168** |
永磁电机,,,,,,,,,| ---- | ---------- |,,,,,| 铜冠铜箔 | **301217** |,,,,,,,,,,| 金田股份 | **601609** |
↓,,,,,,,,,| 中欣氟材 | **002915** |,,,,,| 中瑞股份 | **301587** |,,,,,从热点来看：,,,,,| 铜陵有色 | **000630** |
稀土,,,,,,,,,| 三美股份 | **603379** |,,,,,| 鹏辉能源 | **300438** |,,,,,,,,,,| 众源新材 | **603527** |
```,,,,,,,,,| 巨化股份 | **600160** |,,,,,,,,,,```text,,,,,| 北方铜业 | **000737** |
,,,,,,,,,| 光华科技 | **002741** |,,,,,锂电板块属于低位修复。,,,,,PCB,,,,,
因此：,,,,,,,,,| 巍华新材 | **603310** |,,,,,,,,,,↓,,,,,铜资源继续上涨。
,,,,,,,,,| 金石资源 | **603505** |,,,,,---,,,,,,,,,,
AI投资→拉动工业金属需求。,,,,,,,,,| 永和股份 | **605020** |,,,,,,,,,,覆铜板,,,,,---
,,,,,,,,,,,,,,# ⑨ 钨概念,,,,,,,,,,
所以今天：,,,,,,,,,---,,,,,,,,,,↓,,,,,# ⑨ 钢铁
,,,,,,,,,,,,,,| 股票   | 代码         |,,,,,,,,,,
* 金钼股份二连板,,,,,,,,,## ⑧ 液冷服务器,,,,,| ---- | ---------- |,,,,,玻纤,,,,,| 股票   | 代码         |
* 洛阳钼业上涨,,,,,,,,,,,,,,| 厦门钨业 | **600549** |,,,,,,,,,,| ---- | ---------- |
* 海亮股份上涨,,,,,,,,,| 股票   | 代码         |,,,,,| 中钨高新 | **000657** |,,,,,↓,,,,,| 抚顺特钢 | **600399** |
* 安泰科技涨停,,,,,,,,,| ---- | ---------- |,,,,,| 中稀有色 | **000831** |,,,,,,,,,,| 盛德鑫泰 | **300881** |
* 稀土继续发酵,,,,,,,,,| 意华股份 | **002897** |,,,,,| 翔鹭钨业 | **002842** |,,,,,玻璃基板,,,,,| 本钢板材 | **000761** |
,,,,,,,,,| 淳中科技 | **603516** |,,,,,| 章源钨业 | **002378** |,,,,,,,,,,| 西宁特钢 | **600117** |
资源股有继续趋势行情的迹象。,,,,,,,,,| 瑞可达  | **688800** |,,,,,| 安泰科技 | **000969** |,,,,,↓,,,,,| 沙钢股份 | **002075** |
,,,,,,,,,| 大元泵业 | **603757** |,,,,,| 西部材料 | **002149** |,,,,,,,,,,| 久立特材 | **002318** |
---,,,,,,,,,| 精研科技 | **300709** |,,,,,,,,,,光纤通信,,,,,
,,,,,,,,,| 强瑞技术 | **301128** |,,,,,有色继续扩散。,,,,,,,,,,属于资源周期补涨。
## ③ 第三主线：先进封装（国产半导体）,,,,,,,,,| 英维克  | **002837** |,,,,,,,,,,↓,,,,,
,,,,,,,,,,,,,,---,,,,,,,,,,---
强度：★★★★☆,,,,,,,,,属于AI算力方向。,,,,,,,,,,面板,,,,,
,,,,,,,,,,,,,,# ⑩ 玻璃基板,,,,,,,,,,# ⑩ 超级电容
蓝箭电子涨停。,,,,,,,,,---,,,,,,,,,,↓,,,,,
,,,,,,,,,,,,,,| 股票   | 代码              |,,,,,,,,,,| 股票   | 代码         |
联瑞新材、大港股份、太极实业跟涨。,,,,,,,,,## ⑨ 光通信/CPO,,,,,| ---- | --------------- |,,,,,超级电容,,,,,| ---- | ---------- |
,,,,,,,,,,,,,,| 彩虹股份 | **600707**      |,,,,,```,,,,,| 艾华集团 | **603989** |
这是AI芯片国产替代继续扩散。,,,,,,,,,| 股票         | 代码         |,,,,,| 旗滨集团 | **601636**      |,,,,,,,,,,| 火炬电子 | **603678** |
,,,,,,,,,| ---------- | ---------- |,,,,,| 力诺药包 | **301188**      |,,,,,整个产业链全部上涨。,,,,,| 华锋股份 | **002806** |
最近资金开始从：,,,,,,,,,| 太辰光        | **300570** |,,,,,| 沃格光电 | **603773**      |,,,,,,,,,,| 海星股份 | **603115** |
,,,,,,,,,| 炬光科技       | **688167** |,,,,,| 帝尔激光 | **300776**      |,,,,,资金开始围绕：,,,,,| 新疆众和 | **600888** |
```,,,,,,,,,| 长芯博创（博创科技） | **300548** |,,,,,| 天承科技 | **688603**      |,,,,,,,,,,
GPU,,,,,,,,,| 光库科技       | **300620** |,,,,,| 戈碧迦  | **835438（北交所）** |,,,,,> **AI服务器材料**,,,,,AI电源方向继续活跃。
↓,,,,,,,,,| 智立方        | **301312** |,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,AI先进封装方向。,,,,,进行全面炒作。,,,,,---
HBM,,,,,,,,,---,,,,,,,,,,,,,,,
↓,,,,,,,,,,,,,,---,,,,,---,,,,,# ? MLCC
,,,,,,,,,## ⑩ 铜箔,,,,,,,,,,,,,,,
先进封装,,,,,,,,,,,,,,# ? 液冷服务器,,,,,# ② PCB成为市场绝对核心,,,,,| 股票   | 代码         |
↓,,,,,,,,,| 股票   | 代码           |,,,,,,,,,,,,,,,| ---- | ---------- |
,,,,,,,,,| ---- | ------------ |,,,,,| 股票   | 代码         |,,,,,今天最值得关注的是：,,,,,| 昀冢科技 | **688260** |
Chiplet,,,,,,,,,| 逸豪新材 | **301176**   |,,,,,| ---- | ---------- |,,,,,,,,,,| 博迁新材 | **605376** |
↓,,,,,,,,,| 方邦股份 | **688020**   |,,,,,| 淳中科技 | **603516** |,,,,,* 华正新材三连板,,,,,| 利和兴  | **301013** |
,,,,,,,,,| 铜冠铜箔 | **301217**   |,,,,,| 强瑞技术 | **301128** |,,,,,* 深南电路历史新高涨停,,,,,| 洁美科技 | **002859** |
材料,,,,,,,,,| 泰金新能 | **待确认（北交所）** |,,,,,| 川环科技 | **300547** |,,,,,* 生益科技上涨,,,,,| 宏达电子 | **300726** |
```,,,,,,,,,| 德福科技 | **301511**   |,,,,,| 飞龙股份 | **002536** |,,,,,* 南亚新材上涨,,,,,| 三环集团 | **300408** |
,,,,,,,,,,,,,,| 腾龙股份 | **603158** |,,,,,,,,,,
不断挖掘。,,,,,,,,,---,,,,,| 大元泵业 | **603757** |,,,,,尤其：,,,,,消费电子元件持续强势。
,,,,,,,,,,,,,,,,,,,,,,,,
属于科技成长方向。,,,,,,,,,## ? 航运,,,,,服务器散热方向。,,,,,深南电路公告：,,,,,---
,,,,,,,,,,,,,,,,,,,,,,,,
---,,,,,,,,,| 股票   | 代码              |,,,,,---,,,,,> 募资48.82亿元建设AI服务器PCB项目。,,,,,# ? 半导体设备
,,,,,,,,,| ---- | --------------- |,,,,,,,,,,,,,,,
## ④ 电网设备反弹,,,,,,,,,| 招商南油 | **601975**      |,,,,,# ? 玻纤,,,,,说明：,,,,,| 股票   | 代码           |
,,,,,,,,,| 中远海能 | **600026**      |,,,,,,,,,,,,,,,| ---- | ------------ |
今天不是传统特高压。,,,,,,,,,| 招商轮船 | **601872**      |,,,,,| 股票   | 代码         |,,,,,市场逻辑已经十分明确：,,,,,| 晶升股份 | **688478**   |
,,,,,,,,,| 国航远洋 | **833171（北交所）** |,,,,,| ---- | ---------- |,,,,,,,,,,| 屹唐股份 | **待上市/科创方向** |
而是：,,,,,,,,,| 宁波远洋 | **601022**      |,,,,,| 山东玻纤 | **605006** |,,,,,```text,,,,,| 恒运昌  | **待确认**      |
,,,,,,,,,| 宁波海运 | **600798**      |,,,,,| 国际复材 | **301526** |,,,,,AI算力需求,,,,,| 金海通  | **603061**   |
**数据中心电力设备。**,,,,,,,,,| 南京港  | **002040**      |,,,,,| 中材科技 | **002080** |,,,,,,,,,,| 盛美上海 | **688082**   |
,,,,,,,,,,,,,,| 宏和科技 | **603256** |,,,,,↓,,,,,| 华亚智能 | **003043**   |
泰永长征的消息：,,,,,,,,,---,,,,,| 中国巨石 | **600176** |,,,,,,,,,,
,,,,,,,,,,,,,,| 长海股份 | **300196** |,,,,,服务器增加,,,,,国产半导体设备继续活跃。
> DC800V固态断路器实现规模商用。,,,,,,,,,## ? 半导体,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,玻纤材料进入涨价周期。,,,,,↓,,,,,---
意味着：,,,,,,,,,| 股票       | 代码          |,,,,,,,,,,,,,,,
,,,,,,,,,| -------- | ----------- |,,,,,---,,,,,PCB需求爆发,,,,,# 二、今日盘面分析
```,,,,,,,,,| 寒武纪      | **688256**  |,,,,,,,,,,,,,,,
AI算力,,,,,,,,,| 炬光科技     | **688167**  |,,,,,# 二、今日盘面分析,,,,,↓,,,,,## ① AI硬件材料链继续扩散（★★★★★）
↓,,,,,,,,,| 士兰微      | **600460**  |,,,,,,,,,,,,,,,
,,,,,,,,,| 星宸科技     | **301536**  |,,,,,## ① 资源股继续强化（★★★★★）,,,,,高速PCB涨价,,,,,今天市场最强方向依然没有变化：
数据中心,,,,,,,,,| 必易微      | **688045**  |,,,,,,,,,,,,,,,
↓,,,,,,,,,| 东微半导     | **688261**  |,,,,,相比昨天：,,,,,↓,,,,,> **PCB产业链继续成为资金核心。**
,,,,,,,,,| 华虹宏力（港股） | **1347.HK** |,,,,,,,,,,,,,,,
高压直流,,,,,,,,,| 华润微      | **688396**  |,,,,,昨天是：,,,,,覆铜板需求增加,,,,,从热点来看：
,,,,,,,,,,,,,,,,,,,,,,,,
↓,,,,,,,,,---,,,,,> 黄金、铜、钼、锂、小金属全面上涨。,,,,,↓,,,,,```text
,,,,,,,,,,,,,,,,,,,,,,,,PCB
电力设备升级,,,,,,,,,## ? 氮化镓,,,,,今天进一步升级为：,,,,,玻纤需求增加,,,,,↓
