# A股热点复盘（2026-07-03）,,,,,,## 一、今日题材梳理（按热度排序）,,,,# 一、今日热点题材梳理（按市场强度排序）,,,# 一、今日热点题材梳理（按市场强度排序）,,,,,## 一、今日热点题材梳理（按强度排序）
,,,,,,,,,,,,,,,,,,
| 埃斯顿  | **002747**      | 涨停，机器人整机  |,,,,,,---,,,,---,,,| 9   | 影视传媒       | 欢瑞世纪                          | 幸福蓝海、奥飞娱乐、中国电影、华策影视、金逸影视      | ???   |,,,,,
| 日发精机 | **002520**      | 涨停，减速器    |,,,,,,,,,,,,,| 10  | 军工         | 高德红外                          | ——                            | ???   |,,,,,# 二、今日出现股票整理（去重）
| 晋拓股份 | **603211**      | 涨停        |,,,,,,# 二、今日出现股票整理（去重）,,,,# 二、今日出现股票整理（去重）,,,,,,,,
| 蓝黛科技 | **002765**      | 涨停        |,,,,,,,,,,,,,---,,,,,| 股票   | 代码        | 所属题材       |
| 中大力德 | **002896**      | 减速器       |,,,,,,| 股票    | 代码     | 所属题材        |,,,,| 股票     | 代码        | 所属题材      |,,,,,,,,| ---- | --------- | ---------- |
| 夏厦精密 | **001306**      | 精密减速器     |,,,,,,| ----- | ------ | ----------- |,,,,| ------ | --------- | --------- |,,,# 二、今日出现股票整理（去重）,,,,,| 华胜天成 | 600410    | 算力租赁、AI服务器 |
| 丰光精密 | **430510（北交所）** | 涨超10%     |,,,,,,| 光华科技  | 002741 | PCB、铜箔、先进封装 |,,,,| 招金黄金   | 000506    | 黄金        |,,,,,,,,| 亿田智能 | 300911    | 算力租赁       |
| 长盛轴承 | **300718**      | 涨超10%     |,,,,,,| 天海电子  | 301502 | PCB         |,,,,| 赤峰黄金   | 600988    | 黄金        |,,,| 股票   | 代码     | 所属题材     |,,,,,| 弘信电子 | 300657    | 算力、AI手机    |
| 绿的谐波 | **688017**      | 谐波减速器     |,,,,,,| 威尔高   | 301251 | PCB         |,,,,| 晓程科技   | 300139    | 黄金        |,,,| ---- | ------ | -------- |,,,,,| 润建股份 | 002929    | 算力租赁       |
| 昊志机电 | **300503**      | 主轴/执行器    |,,,,,,| 诺德股份  | 600110 | PCB、铜箔、锂电   |,,,,| 西部黄金   | 601069    | 黄金        |,,,| 浪潮信息 | 000977 | AI服务器、算力 |,,,,,| 首都在线 | 300846    | 算力租赁       |
| 德恩精工 | **300780**      | 精密制造      |,,,,,,| 金安国纪  | 002636 | PCB(CCL)    |,,,,| 四川黄金   | 001337    | 黄金        |,,,| 广脉科技 | 838924 | 算力       |,,,,,| 中贝通信 | 603220    | 算力         |
| 拓斯达  | **300607**      | 机器人       |,,,,,,| 山东玻纤  | 605006 | PCB材料（玻纤）   |,,,,| 中国黄金国际 | 02099(HK) | 黄金        |,,,| 深桑达A | 000032 | 云计算      |,,,,,| 润泽科技 | 300442    | 数据中心       |
| 三丰智能 | **300276**      | 智能装备      |,,,,,,| 鼎泰高科  | 301377 | PCB设备       |,,,,| 灵宝黄金   | 03330(HK) | 黄金        |,,,| 利通电子 | 603629 | AI服务器    |,,,,,| 亚翔集成 | 603929    | 半导体设备      |
| 丰立智能 | **301368**      | 减速器       |,,,,,,| 圣泉集团  | 605589 | PCB材料       |,,,,| 万国黄金集团 | 03939(HK) | 黄金        |,,,| 宏景科技 | 301396 | AI算力     |,,,,,| 深科达  | 688328    | 半导体设备      |
| 汇川技术 | **300124**      | 伺服系统      |,,,,,,| 有研硅   | 688432 | 半导体硅片       |,,,,| 岭南控股   | 000524    | 旅游        |,,,| 广电运通 | 002152 | AI算力     |,,,,,| 国林科技 | 300786    | 半导体设备      |
| 双环传动 | **002472**      | RV减速器     |,,,,,,| 上海合晶  | 688584 | 半导体硅片       |,,,,| 西藏旅游   | 600749    | 旅游        |,,,| 赛意信息 | 300687 | AI应用、算力  |,,,,,| 旭光电子 | 600353    | 半导体设备      |
| 日盈电子 | **603286**      | 汽车电子/机器人  |,,,,,,| 沪硅产业  | 688126 | 半导体硅片       |,,,,| 西域旅游   | 300859    | 旅游        |,,,| 欢瑞世纪 | 000892 | AI应用、影视  |,,,,,| 亚威股份 | 002559    | 半导体设备      |
| 景兴纸业 | **002067**      | 跨界机器人概念   |,,,,,,| TCL中环 | 002129 | 硅片          |,,,,| 天府文旅   | 000558    | 文旅        |,,,| 海天瑞声 | 688787 | AI语料     |,,,,,| 国力股份 | 688103    | 半导体设备      |
,,,,,,| 立昂微   | 605358 | 半导体材料       |,,,,| 陕西旅游   | （概念）      | 旅游        |,,,| 华凯易佰 | 300592 | AI应用     |,,,,,| 茂莱光学 | 688502    | 光学设备       |
### 产业链细分,,,,,,| 中晶科技  | 003026 | 半导体硅片       |,,,,| 浪潮信息   | 000977    | AI服务器     |,,,| 福石控股 | 300071 | AI营销     |,,,,,| 哈药股份 | 600664    | 创新药        |
,,,,,,| 实益达   | 002137 | 先进封装        |,,,,| 紫光股份   | 000938    | AI服务器、交换机 |,,,| 中文在线 | 300364 | AI内容     |,,,,,| 前沿生物 | 688221    | 创新药        |
```text,,,,,,| 长电科技  | 600584 | 先进封装        |,,,,| 华勤技术   | 603296    | AI服务器     |,,,| 幸福蓝海 | 300528 | 影视       |,,,,,| 双鹭药业 | 002038    | 创新药        |
整机,,,,,,| 华天科技  | 002185 | 封装测试        |,,,,| 中科曙光   | 603019    | AI服务器     |,,,| 金逸影视 | 002905 | 影视       |,,,,,| 新赣江  | 873167    | 创新药        |
│,,,,,,| 深科技   | 000021 | 存储、封装       |,,,,| 神州数码   | 000034    | AI服务器     |,,,| 奥飞娱乐 | 002292 | 动漫传媒     |,,,,,| 悦康药业 | 688658    | 创新药        |
├──埃斯顿,,,,,,| 甬矽电子  | 688362 | 封装          |,,,,| 网宿科技   | 300017    | 算力租赁      |,,,| 华智数媒 | 301262 | 数字传媒     |,,,,,| 亚玛顿  | 002623    | 玻璃基板       |
│,,,,,,| 盛合晶微  | —      | 先进封装概念      |,,,,| 飞利信    | 300287    | 算力租赁      |,,,| 中国电影 | 600977 | 影视       |,,,,,| 三峡新材 | 600293    | 玻璃基板       |
├──控制器（雷赛智能）,,,,,,| 雅化集团  | 002497 | 锂矿          |,,,,| 深信服    | 300454    | 算力租赁      |,,,| 华策影视 | 300133 | 影视       |,,,,,| 龙腾光电 | 688055    | 面板         |
│,,,,,,| 天华新能  | 300390 | 锂矿          |,,,,| 优刻得    | 688158    | 云计算       |,,,| 高德红外 | 002414 | 军工红外     |,,,,,| 彩虹股份 | 600707    | 玻璃基板       |
├──伺服（汇川技术）,,,,,,| 盛新锂能  | 002240 | 锂矿          |,,,,| 奥飞数据   | 300738    | IDC       |,,,| 宝鼎科技 | 002552 | PCB      |,,,,,| 美迪凯  | 688079    | 玻璃基板       |
│,,,,,,| 融捷股份  | 002192 | 锂矿          |,,,,| 云天励飞   | 688343    | AI芯片      |,,,| 本川智能 | 300964 | PCB      |,,,,,| 旗滨集团 | 601636    | 玻璃基板       |
├──减速器（中大力德、绿的谐波、双环传动）,,,,,,| 赣锋锂业  | 002460 | 锂矿          |,,,,| 协创数据   | 300857    | AI服务器     |,,,| 泰金新能 | 873305 | 铜箔/PCB   |,,,,,| 欢瑞世纪 | 000892    | AI应用、影视    |
│,,,,,,| 天齐锂业  | 002466 | 锂矿          |,,,,| 锐捷网络   | 301165    | 交换机       |,,,| 木林森  | 002745 | PCB、LED  |,,,,,| 福石控股 | 300071    | AI营销       |
├──电机（卧龙电驱）,,,,,,| 万顺新材  | 300057 | 铜箔          |,,,,| 星网锐捷   | 002396    | 交换机       |,,,| 满坤科技 | 301132 | PCB      |,,,,,| 天娱数科 | 002354    | AI应用       |
│,,,,,,| 双星新材  | 002585 | 铜箔、MLCC     |,,,,| 菲菱科思   | 301191    | 网络设备      |,,,| 朗迪集团 | 603726 | 先进封装     |,,,,,| 利欧股份 | 002131    | AI营销       |
└──轻量化材料（镁合金）,,,,,,| 璞泰来   | 603659 | 锂电材料        |,,,,| 翱捷科技   | 688220    | 芯片        |,,,| 同兴达  | 002845 | 先进封装     |,,,,,| 蓝色光标 | 300058    | AI营销       |
```,,,,,,| 纳科诺尔  | 832522 | 铜箔设备        |,,,,| 山东墨龙   | 002490    | 油气        |,,,| 三佳科技 | 600520 | 封装设备     |,,,,,| 中科金财 | 002657    | AI金融       |
,,,,,,| 洪田股份  | 603800 | 铜箔设备        |,,,,| 通源石油   | 300164    | 油服        |,,,| 中京电子 | 002579 | PCB、MLCC |,,,,,| 鼎捷数智 | 300378    | AI工业软件     |
### 今日点评,,,,,,| 有研新材  | 600206 | 半导体材料       |,,,,| 凯添燃气   | 831010    | 天然气       |,,,| 太极实业 | 600667 | 封装       |,,,,,| 百奥赛图 | 02315(HK) | CRO        |
,,,,,,| 先导基电  | 688138 | 半导体材料       |,,,,| 科力股份   | 920088    | 油气        |,,,| 联瑞新材 | 688300 | 封装材料     |,,,,,| 昭衍新药 | 603127    | CRO        |
机器人今天不仅上涨，而是**整条产业链共振**。,,,,,,| 天岳先进  | 688234 | 碳化硅         |,,,,| 蓝焰控股   | 000968    | 煤层气       |,,,| 雅克科技 | 002409 | 半导体材料    |,,,,,| 康龙化成 | 300759    | CRO        |
,,,,,,| 沐曦股份  | —      | AI芯片        |,,,,| 中油工程   | 600339    | 油服        |,,,| 华海诚科 | 688535 | 半导体材料    |,,,,,| 凯莱英  | 002821    | CRO        |
新闻中又增加了：,,,,,,| 万通发展  | 600246 | 算力芯片        |,,,,| 海油发展   | 600968    | 海工        |,,,| 艾华集团 | 603989 | MLCC     |,,,,,| 泰格医药 | 300347    | CRO        |
,,,,,,| 芯原股份  | 688521 | 芯片设计        |,,,,| 中海油服   | 601808    | 油服        |,,,| 南亚新材 | 688519 | CCL      |,,,,,| 药明康德 | 603259    | CRO        |
> **镁合金轻量化材料**,,,,,,| 海光信息  | 688041 | AI GPU      |,,,,| 太极集团   | 600129    | 创新药       |,,,| 江海股份 | 002484 | 电容       |,,,,,
,,,,,,| 寒武纪   | 688256 | AI芯片        |,,,,| 亚虹医药   | 688176    | 创新药       |,,,| 麦捷科技 | 300319 | 电感、MLCC  |,,,,,---
说明资金已经开始深挖机器人上游材料。,,,,,,| 摩尔线程  | —      | 国产GPU       |,,,,| 赛升药业   | 300485    | 创新药       |,,,| 法拉电子 | 600563 | 电容       |,,,,,
,,,,,,| 龙芯中科  | 688047 | CPU         |,,,,| 上海莱士   | 002252    | 生物制药      |,,,| 道明光学 | 002632 | AI手机     |,,,,,# 三、题材归类
---,,,,,,| 阿科力   | 603722 | 有机硅         |,,,,| 美迪西    | 688202    | CRO       |,,,| 弘信电子 | 300657 | 消费电子     |,,,,,
,,,,,,| 宿迁联盛  | 603065 | 化工          |,,,,| 悦康药业   | 688658    | 创新药       |,,,| 奥尼电子 | 301189 | AI终端     |,,,,,## ① AI算力（今日最强）
# ② 贵金属（★★★★☆）,,,,,,| 晨光新材  | 605399 | 有机硅         |,,,,,,,| 中兴通讯 | 000063 | AI通信     |,,,,,
,,,,,,| 百合花   | 603823 | 化工          |,,,,---,,,| 福蓉科技 | 603327 | 消费电子     |,,,,,核心个股：
| 股票   | 代码         |,,,,,,| 永冠新材  | 603681 | 新材料         |,,,,,,,| 华安证券 | 600909 | 券商       |,,,,,
| ---- | ---------- |,,,,,,| 松井股份  | 688157 | 新材料         |,,,,# 三、今日盘面分析,,,| 招商证券 | 600999 | 券商       |,,,,,* 华胜天成（涨停）
| 赤峰黄金 | **600988** |,,,,,,| 东岳硅材  | 300821 | 有机硅         |,,,,,,,| 长江证券 | 000783 | 券商       |,,,,,* 弘信电子
| 山金国际 | **000975** |,,,,,,| 硅宝科技  | 300019 | 有机硅         |,,,,## ① AI算力重新成为绝对主线（★★★★★）,,,| 中信建投 | 601066 | 券商       |,,,,,* 亿田智能
| 山东黄金 | **600547** |,,,,,,| 合盛硅业  | 603260 | 有机硅         |,,,,,,,| 天风证券 | 601162 | 券商       |,,,,,* 润建股份
| 晓程科技 | **300139** |,,,,,,| 润禾材料  | 300727 | 有机硅         |,,,,今天最大的变化是**AI硬件链全面回流**。,,,| 中金公司 | 601995 | 券商       |,,,,,* 首都在线
,,,,,,,,,,,,,| 上海合晶 | 688584 | 半导体硅片    |,,,,,* 中贝通信
> 注：新闻中“招金黄金（000506）”代码有误。**000506 实际为*ST中润**，招金黄金主要为港股上市公司，因此资讯存在混用。,,,,,,---,,,,从盘面看，资金攻击顺序非常清晰：,,,| 神工股份 | 688233 | 半导体材料    |,,,,,* 润泽科技
,,,,,,,,,,,,,| 恒坤新材 | 301118 | 半导体材料    |,,,,,
### 龙头,,,,,,# 三、今日盘面分析,,,,```text,,,| 有研新材 | 600206 | 半导体材料    |,,,,,**逻辑：**
,,,,,,,,,,AI服务器,,,| 沪硅产业 | 688126 | 半导体硅片    |,,,,,
* 赤峰黄金2连板,,,,,,## ① PCB再次成为最强主线（★★★★★）,,,,      ↓,,,| 臻宝科技 | 301092 | 半导体材料    |,,,,,> GPU需求持续增加
* 山金国际高开6%,,,,,,,,,,交换机,,,| 艾森股份 | 688720 | 光刻材料     |,,,,,>
,,,,,,相比前几天：,,,,      ↓,,,,,,,,> 算力租赁订单释放
### 催化,,,,,,,,,,算力租赁,,,---,,,,,>
,,,,,,> PCB → 铜箔 → CCL → 玻纤 → 封装,,,,      ↓,,,,,,,,> AI服务器继续扩容
* 美国非农数据不及预期,,,,,,,,,,AI芯片,,,# 三、今日盘面分析,,,,,
* 黄金价格重新走强,,,,,,今天再次形成完整产业链上涨。,,,,      ↓,,,,,,,,属于：
* 避险情绪升温,,,,,,,,,,云计算,,,## ① AI算力继续强化，成为绝对主线（★★★★★）,,,,,
,,,,,,资金已经不再炒单一PCB，而是在炒：,,,,```,,,,,,,,> AI硬件主升浪。
黄金成为今天资源板块最强方向。,,,,,,,,,,,,,继昨天AI服务器爆发后，今天资金进一步聚焦：,,,,,
,,,,,,> **AI服务器硬件产业链**,,,,其中最强的是：,,,,,,,,今天资金继续回流算力，没有结束迹象。
---,,,,,,,,,,,,,```text,,,,,
,,,,,,资金流向：,,,,* 浪潮信息（一字）,,,AI服务器,,,,,---
# ③ 创新药,,,,,,,,,,* 紫光股份（7天3板）,,,      ↓,,,,,
,,,,,,* PCB,,,,* 华勤技术（涨停）,,,AI算力,,,,,## ② 半导体设备
| 股票                   | 代码         |,,,,,,* 铜箔,,,,* 网宿科技（20CM）,,,      ↓,,,,,
| -------------------- | ---------- |,,,,,,* CCL,,,,,,,云计算,,,,,核心：
| 景峰医药（文中“石药景峰”应为景峰医药） | **000908** |,,,,,,* 玻纤,,,,这是典型的大资金推动行情。,,,      ↓,,,,,
| 苑东生物                 | **688513** |,,,,,,* 封装,,,,,,,AI应用,,,,,* 亚翔集成
| 申联生物                 | **688098** |,,,,,,,,,,消息催化包括：,,,      ↓,,,,,* 深科达
| 维康药业                 | **300878** |,,,,,,全部联动。,,,,,,,AI终端,,,,,* 国林科技
| 益方生物                 | **688382** |,,,,,,,,,,* 浪潮信息半年报大幅预增（利润同比+226%~288%）,,,```,,,,,* 亚威股份
,,,,,,尤其：,,,,* 2026世界人工智能大会临近,,,,,,,,* 茂莱光学
### 龙头,,,,,,,,,,* 华为发布“韬定律”V2,,,核心龙头：,,,,,* 国力股份
,,,,,,* 光华科技,,,,* Meta继续扩大AI算力采购,,,,,,,,
* 景峰医药2连板,,,,,,* 诺德股份,,,,,,,* **浪潮信息**（2连板创新高）,,,,,资金开始：
* 苑东生物涨超10%,,,,,,,,,,说明资金再次围绕**AI基础设施**展开布局，而非此前偏应用端。,,,* 广脉科技,,,,,
,,,,,,同时属于,,,,,,,* 深桑达A,,,,,> 从AI服务器
创新药已经连续数日保持强势，资金持续回流。,,,,,,,,,,---,,,* 宏景科技,,,,,
,,,,,,> PCB+铜箔+先进封装,,,,,,,,,,,,扩散到
---,,,,,,,,,,## ② 算力租赁出现补涨（★★★★☆）,,,浪潮信息半年报大幅预增仍是最重要催化，市场开始从“技术叙事”转向“业绩兑现”，AI基础设施景气度持续获得资金认可。,,,,,
,,,,,,因此成为今日核心。,,,,,,,,,,,,> 半导体设备
# ④ AI算力网络（交换机）,,,,,,,,,,网宿科技20CM涨停后，带动：,,,---,,,,,
,,,,,,---,,,,,,,,,,,,说明：
| 股票   | 代码         |,,,,,,,,,,* 飞利信,,,## ② AI应用开始接力（★★★★☆）,,,,,
| ---- | ---------- |,,,,,,## ② 半导体材料开始补涨（★★★★★）,,,,* 深信服,,,,,,,,科技开始横向扩散。
| 星网锐捷 | **002396** |,,,,,,,,,,* 优刻得,,,与前几日主要炒硬件不同，今天资金开始向应用层扩散：,,,,,
| 锐捷网络 | **301165** |,,,,,,今天最大的变化：,,,,* 奥飞数据,,,,,,,,属于：
| 盛科通信 | **688702** |,,,,,,,,,,* 协创数据,,,* 欢瑞世纪（6天3板）,,,,,
| 紫光股份 | **000938** |,,,,,,前几天一直炒：,,,,* 云天励飞,,,* 海天瑞声,,,,,AI→半导体设备
| 菲菱科思 | **301191** |,,,,,,,,,,,,,* 中文在线,,,,,
| 共进股份 | **603118** |,,,,,,* AI芯片,,,,整体走强。,,,* 华凯易佰,,,,,二阶段。
,,,,,,* 存储,,,,,,,* 福石控股,,,,,
### 龙头,,,,,,* 封装,,,,这说明市场已经从服务器进一步扩散到：,,,,,,,,---
,,,,,,,,,,,,,说明市场开始交易：,,,,,
* 星网锐捷4天3板,,,,,,今天开始补涨：,,,,> **IDC + 云计算 + 算力租赁**,,,,,,,,## ③ 创新药+CRO
* 锐捷网络4天2个20CM,,,,,,,,,,,,,> **AI商业化落地。**,,,,,
,,,,,,**硅片材料。**,,,,属于AI产业链内部的自然轮动。,,,,,,,,创新药：
AI交换机仍属于AI硬件核心分支。,,,,,,,,,,,,,应用端能够走强，意味着AI行情已经从硬件向软件延伸，属于主线深化而非切换。,,,,,
,,,,,,核心：,,,,---,,,,,,,,* 哈药股份
---,,,,,,,,,,,,,---,,,,,* 双鹭药业
,,,,,,* 有研硅20CM,,,,## ③ 黄金再次成为避险主线（★★★★☆）,,,,,,,,* 前沿生物
# ⑤ 液冷服务器,,,,,,* 上海合晶,,,,,,,## ③ PCB产业链重新回暖（★★★★☆）,,,,,* 悦康药业
,,,,,,* 沪硅产业,,,,今天黄金方向再度走强：,,,,,,,,
| 股票   | 代码         |,,,,,,,,,,,,,今天PCB再度活跃：,,,,,CXO：
| ---- | ---------- |,,,,,,说明资金已经开始向,,,,核心催化：,,,,,,,,
| 飞龙股份 | **002536** |,,,,,,,,,,,,,* 宝鼎科技涨停,,,,,* 药明康德
| 申菱环境 | **301018** |,,,,,,> **半导体上游材料**,,,,* **央行连续20个月增持黄金**,,,* 本川智能,,,,,* 康龙化成
| 腾龙股份 | **603158** |,,,,,,,,,,* 全球避险需求仍在,,,* 木林森,,,,,* 凯莱英
| 强瑞技术 | **301128** |,,,,,,扩散。,,,,* 金价维持高位,,,* 满坤科技,,,,,* 泰格医药
| 川环科技 | **300547** |,,,,,,,,,,,,,* 泰金新能,,,,,* 昭衍新药
| 大元泵业 | **603757** |,,,,,,这是科技行情继续深化的重要信号。,,,,龙头：,,,,,,,,
| 英维克  | **002837** |,,,,,,,,,,,,,消息面上，木林森子公司再次上调PCB产品价格（10%—15%），这是近一个月内第三次涨价，反映出覆铜板、玻璃布等上游材料仍然紧缺。,,,,,驱动：
,,,,,,---,,,,* 招金黄金（反包涨停，5天3板）,,,,,,,,
液冷持续受益于AI服务器需求。,,,,,,,,,,,,,因此，PCB上涨逻辑已经从单纯AI需求，演变为：,,,,,中报业绩窗口。
,,,,,,## ③ 锂矿开始轮动,,,,跟随：,,,,,,,,
---,,,,,,,,,,,,,* AI服务器需求旺盛,,,,,资金开始重新布局医药。
,,,,,,雅化集团一字板。,,,,* 赤峰黄金,,,* 上游材料涨价,,,,,
# ⑥ 存储芯片,,,,,,,,,,* 西部黄金,,,* 产业链盈利改善,,,,,属于：
,,,,,,带动：,,,,* 四川黄金,,,,,,,,
| 股票   | 代码         |,,,,,,,,,,* 晓程科技,,,三重共振。,,,,,**机构资金方向。**
| ---- | ---------- |,,,,,,* 天齐,,,,,,,,,,,,
| 天山电子 | **301379** |,,,,,,* 赣锋,,,,说明黄金趋势并未结束，仍有机构资金配置。,,,---,,,,,---
| 北京君正 | **300223** |,,,,,,* 盛新,,,,,,,,,,,,
| 普冉股份 | **688766** |,,,,,,* 天华,,,,---,,,## ④ 半导体材料、先进封装继续景气（★★★★☆）,,,,,## ④ AI应用
| 德明利  | **001309** |,,,,,,,,,,,,,,,,,,
| 西测测试 | **301306** |,,,,,,全部上涨。,,,,## ④ AI网络设备同步受益,,,今天上海合晶20CM涨停，先进封装同步活跃：,,,,,今天继续活跃：
| 杭州柯林 | **688611** |,,,,,,,,,,,,,,,,,,
,,,,,,原因：,,,,交换机板块跟随服务器上涨：,,,* 朗迪集团,,,,,* 欢瑞世纪（7天4板）
天山电子20CM涨停。,,,,,,,,,,,,,* 同兴达,,,,,* 福石控股
,,,,,,并不是新能源复苏。,,,,* 紫光股份,,,* 三佳科技,,,,,* 天娱数科
---,,,,,,,,,,* 锐捷网络,,,* 中京电子,,,,,* 蓝色光标
,,,,,,而是：,,,,* 星网锐捷,,,,,,,,* 利欧股份
# ⑦ 航天军工,,,,,,,,,,,,,叠加：,,,,,* 鼎捷数智
,,,,,,**资源股轮动。**,,,,逻辑非常简单：,,,,,,,,
| 股票   | 代码         |,,,,,,,,,,,,,* 有研新材,,,,,说明：
| ---- | ---------- |,,,,,,近期资金一直在：,,,,AI服务器增加,,,* 沪硅产业,,,,,
| 航发科技 | **600391** |,,,,,,,,,,,,,* 华海诚科,,,,,AI开始
| 航天发展 | **000547** |,,,,,,黄金→稀土→钨→铜→锂,,,,↓,,,,,,,,
| 航天环宇 | **688523** |,,,,,,,,,,,,,说明资金继续围绕**半导体上游国产替代**布局。,,,,,硬件
| 爱乐达  | **300696** |,,,,,,不断轮动。,,,,交换机需求增加,,,,,,,,
| 理工导航 | **688282** |,,,,,,,,,,,,,这与AI算力扩张形成正反馈。,,,,,↓
,,,,,,因此锂属于资源方向补涨。,,,,↓,,,,,,,,
军工出现资金异动。,,,,,,,,,,,,,---,,,,,软件
,,,,,,---,,,,高速网络设备同步景气。,,,,,,,,
---,,,,,,,,,,,,,## ⑤ AI手机开始活跃,,,,,↓
,,,,,,## ④ AI硬件依旧很强,,,,这是AI基础设施的重要分支。,,,,,,,,
# ⑧ 电网设备,,,,,,,,,,,,,道明光学涨停。,,,,,应用
,,,,,,今天：,,,,---,,,,,,,,
| 股票   | 代码         |,,,,,,,,,,,,,带动：,,,,,不断扩散。
| ---- | ---------- |,,,,,,算力芯片再次活跃。,,,,## ⑤ 油气逆势活跃,,,,,,,,
| 华明装备 | **002270** |,,,,,,,,,,,,,* 弘信电子,,,,,目前AI应用属于
| 金智科技 | **002090** |,,,,,,代表：,,,,山东墨龙涨停。,,,* 奥尼电子,,,,,
| 金冠电气 | **688517** |,,,,,,,,,,,,,* 福蓉科技,,,,,低位补涨。
| 明阳电气 | **301291** |,,,,,,* 沐曦,,,,主要属于：,,,* 中兴通讯,,,,,
| 神马电力 | **603530** |,,,,,,* 海光,,,,,,,,,,,,---
