# 光学光电子（显示 / LED）,,,## 公司对应股票代码（按新闻出现顺序）,,,,# 一、按新闻顺序整理股票代码,,,根据新闻发布时间顺序整理如下，并结合板块联动分析当前市场热点。,,按照新闻出现顺序整理如下，并结合资金流向分析今日热点。,,按照新闻发布时间顺序整理如下，并结合板块联动分析今日市场热点。,,,按照新闻发布时间顺序整理如下，并结合板块联动分析今日市场热点。
,,,,,,,,,,,,,,,,,
| 公司   | 股票代码   |,,,| 茂业商业 | 600828 |,,,,| 公司   | 代码     |,,,| ?  | **存储芯片**  | 圣泉集团（605589）                           | 盈方微（000670）、东芯股份（688110）、商络电子（300975）、华特气体（688268）、博敏电子（603936）                                       |,,---,,,,,# 今日热点强度分析（按资金热度排序）
| ---- | ------ |,,,| 百大集团 | 600865 |,,,,| ---- | ------ |,,,| ?  | **模拟芯片**  | 杰华特（688141）                            | 晶丰明源（688368）、芯朋微（688508）、赛微微电（688325）、纳芯微（688052）、南芯科技（688484）                                        |,,,,# 今日热点强度分析（按资金热度排序）,,,
| 豫能控股 | 001896 |,,,| 东百集团 | 600693 |,,,,| 天马新材 | 838971 |,,,| ?  | **半导体**   | 杰华特（688141）                            | 晶丰明源（688368）、富创精密（688409）、宏微科技（688711）、星宸科技（301536）、沪硅产业（688126）、东芯股份（688110）                         |,,# 今日热点强度分析（按资金关注度排序）,,,,,## ????? 第一主线：军工航空航天 + 低空经济（最强）
| 广西能源 | 600310 |,,,| 国芳集团 | 601086 |,,,,| 粤桂股份 | 000833 |,,,,,,,## ????? 第一主线：半导体材料国产替代（最强）,,,
| 百通能源 | 001376 |,,,| 中国中免 | 601888 |,,,,| 坤彩科技 | 603826 |,,,---,,## ????? 第一主线：AI产业链（最强）,,,,,今天最大的变化，是**军工航空航天全面爆发**。
| 新中港  | 605162 |,,,| 武汉凡谷 | 002194 |,,,,| 宁新新材 | 839719 |,,,,,,,今天资金全面回流半导体上游材料，形成完整产业链共振：,,,
| 京能电力 | 600578 |,,,| 盛路通信 | 002446 |,,,,| 石英股份 | 603688 |,,,## 今日热点强度分析（按资金热度排序）,,今天AI方向出现了多个分支同步走强：,,,,,资金攻击路线：
| 西昌电力 | 600505 |,,,| 中兴通讯 | 000063 |,,,,| 联瑞新材 | 688300 |,,,,,,,```text,,,
,,,| 创远信科 | 831961 |,,,,,,,### ????? 第一主线：半导体国产替代（最强）,,```,,半导体材料,,,```text
---,,,| 天娱数科 | 002354 |,,,,---,,,,,AI算力,,      │,,,SpaceX催化
,,,| 凡拓数创 | 301313 |,,,,,,,涉及：,,    │,, ├──靶材,,,      │
# 存储芯片,,,| 索辰科技 | 688507 |,,,,## 3. 减速器,,,,,算力租赁,, ├──光刻胶,,,航空航天
,,,| 能科科技 | 603859 |,,,,,,,* 光刻机,,    │,, ├──电子特气,,,      │
| 公司   | 股票代码   |,,,| 汉鑫科技 | 837092 |,,,,| 公司   | 代码     |,,,* 电子化学品,,AI智能体（Agent）,, ├──硅片,,,军工装备
| ---- | ------ |,,,| 云从科技 | 688327 |,,,,| ---- | ------ |,,,* PCB,,    │,, └──光刻机设备,,,      │
| 大为股份 | 002213 |,,,| 奥比中光 | 688322 |,,,,| 丰光精密 | 430510 |,,,* 半导体设备,,物理AI,,```,,,低空经济
| 江化微  | 603078 |,,,| 神剑股份 | 002361 |,,,,| 宁波东力 | 002164 |,,,* 存储芯片,,```,,,,,```
| 云汉芯城 | 301401 |,,,| 中超控股 | 002471 |,,,,| 吉冈精密 | 836720 |,,,* 模拟芯片,,,,核心个股：,,,
| 太极实业 | 600667 |,,,| 星图测控 | 920116 |,,,,| 万通液压 | 830839 |,,,* 半导体,,涉及个股：,,,,,核心个股：
| 概伦电子 | 688206 |,,,| 信科移动 | 688387 |,,,,| 德恩精工 | 300780 |,,,,,,,* 兴福电子（20CM）,,,
| 雅创电子 | 301099 |,,,| 电科蓝天 | 301595 |,,,,| 鼎智科技 | 873593 |,,,出现次数超过**7次**，且板块之间高度联动：,,* 美利云,,* 康强电子,,,* 宗申动力
,,,| 维信诺  | 002387 |,,,,| 斯菱智驱 | 301550 |,,,,,* 拓维信息,,* 昊华科技,,,* 中信海直
---,,,| 沃格光电 | 603773 |,,,,| 精进电动 | 688280 |,,,```,,* 中贝通信,,* 和远气体,,,* 中航西飞
,,,| 戈碧迦  | 835438 |,,,,| 金道科技 | 301279 |,,,光刻机,,* 天娱数科,,* 炬光科技（20CM）,,,* 航发科技
# 超级电容,,,| 联创电子 | 002036 |,,,,,,,      │,,* 南兴股份,,* 江丰电子,,,* 晨曦航空
,,,| 冠捷科技 | 000727 |,,,,---,,,电子化学品,,* 南威软件,,* 富创精密,,,* 航天发展
| 公司   | 股票代码   |,,,| 纬达光电 | 873001 |,,,,,,,      │,,* 宇信科技,,* 中船特气,,,* 海特高新
| ---- | ------ |,,,| 联得装备 | 300545 |,,,,## 4. 机器人,,,PCB材料,,* 思特奇,,,,,
| 江海股份 | 002484 |,,,| 隆利科技 | 300752 |,,,,,,,      │,,* 首都在线,,相比昨天的：,,,低空经济与军工航空形成高度共振。
| 华锋股份 | 002806 |,,,| 中青宝  | 300052 |,,,,| 公司   | 代码     |,,,半导体设备,,* 数据港,,,,,
| 祥和实业 | 603500 |,,,| 凯撒文化 | 002425 |,,,,| ---- | ------ |,,,      │,,,,> PCB → 先进封装 → 电子特气,,,其中：
| 龙辰科技 | 833580 |,,,| 冰川网络 | 300533 |,,,,| 宁波东力 | 002164 |,,,模拟IC,,其中：,,,,,
| 艾华集团 | 603989 |,,,| 姚记科技 | 002605 |,,,,| 丰光精密 | 430510 |,,,      │,,,,今天进一步升级到了：,,,* **宗申动力**继续保持高人气。
| 元力股份 | 300174 |,,,| 三七互娱 | 002555 |,,,,| 斯菱智驱 | 301550 |,,,存储芯片,,* **天娱数科**已经4连板，同时具备**AI+传媒+物理AI+智能体**多重属性。,,,,,* **中航西飞、航发科技**涨停提升整个军工板块情绪。
| 新宙邦  | 300037 |,,,| 凯盛科技 | 600552 |,,,,| 贝斯特  | 300580 |,,,      │,,* **拓维信息**作为算力核心龙头涨停，对整个AI方向带动明显。,,> **半导体材料+光刻机+靶材+特气+硅片**,,,
,,,| 三峡新材 | 600293 |,,,,| 秦川机床 | 000837 |,,,国产半导体,,,,,,,这是今日最强主线。
---,,,| 五方光电 | 002962 |,,,,| 鼎智科技 | 873593 |,,,```,,**AI已经重新成为今日最强主线。**,,产业链更加完整，是今日资金最集中的方向。,,,
,,,| 彩虹股份 | 600707 |,,,,| 三协电机 | 873833 |,,,,,,,,,,---
# 元件,,,| 大有能源 | 600403 |,,,,,,,核心龙头：,,---,,---,,,
,,,| 安泰集团 | 600408 |,,,,---,,,,,,,,,,## ???? 第二主线：战略金属（钼+稀土）
| 公司   | 股票代码   |,,,| 广汇能源 | 600256 |,,,,,,,* 同宇新材,,## ???? 第二主线：半导体国产替代,,## ???? 第二主线：战略金属（钨）,,,
| ---- | ------ |,,,| 宝泰隆  | 601011 |,,,,## 5. 光纤通信,,,* 富创精密,,,,,,,继昨天钨之后，今天资金继续攻击战略金属。
| 世运电路 | 603920 |,,,| 平煤股份 | 601666 |,,,,,,,* 西陇科学,,今天半导体继续活跃，不过资金开始向上游材料集中：,,今天最大的新增热点就是：,,,
| 东山精密 | 002384 |,,,| 烽火通信 | 600498 |,,,,| 公司   | 代码     |,,,* 杰华特,,,,,,,资金路线：
| 江海股份 | 002484 |,,,| 三孚股份 | 603938 |,,,,| ---- | ------ |,,,* 圣泉集团,,```,,> **钨价格大涨 + 全球战略金属价值重估**,,,
| 胜宏科技 | 300476 |,,,| 特发信息 | 000070 |,,,,| 中天科技 | 600522 |,,,* 亚翔集成,,半导体,,,,,```text
| 风华高科 | 000636 |,,,| 吴通控股 | 300292 |,,,,| 泰和新材 | 002254 |,,,,,     │,,消息刺激：,,,资源重估
,,,| 远东股份 | 600869 |,,,,| 恒光股份 | 301118 |,,,这是今天资金攻击的绝对主线。,,先进封装,,,,,      │
---,,,| 永鼎股份 | 600105 |,,,,| 石英股份 | 603688 |,,,,,     │,,* 钨精矿采购价上涨25%以上,,,钨
,,,| 长飞光纤 | 601869 |,,,,| 亨通光电 | 600487 |,,,---,,PCB,,* 全球去全球化趋势强化资源价值,,,      │
# MLCC,,,| 百合花  | 603823 |,,,,,,,,,     │,,,,,钼
,,,| 江化微  | 603078 |,,,,---,,,### ???? 第二主线：AI应用+传媒,,覆铜板,,资金攻击路线：,,,      │
| 公司   | 股票代码   |,,,| 莱伯泰科 | 688056 |,,,,,,,,,     │,,,,,稀土永磁
| ---- | ------ |,,,| 南大光电 | 300346 |,,,,## 6. 商业航天,,,AI应用：,,电子树脂,,```text,,,      │
| 双星新材 | 002585 |,,,| 胜科纳米 | 688757 |,,,,,,,,,     │,,钨涨价,,,工业金属
| 宏达电子 | 300726 |,,,| 安达智能 | 688125 |,,,,| 公司   | 代码     |,,,* 天地在线,,电子特气,,    │,,,```
| 利和兴  | 301013 |,,,| 高盟新材 | 300200 |,,,,| ---- | ------ |,,,* 真视通,,```,,稀有金属ETF,,,
| 宏明电子 | 301539 |,,,| 阿拉丁  | 688179 |,,,,| 创远信科 | 831961 |,,,* 视觉中国,,,,    │,,,代表个股：
| 昀冢科技 | 688260 |,,,,,,,| 神剑股份 | 002361 |,,,* 蓝色光标,,代表股：,,钨矿资源,,,
| 洁美科技 | 002859 |,,,---,,,,| 能科科技 | 603859 |,,,* 星环科技,,,,```,,,* 金钼股份
,,,,,,,| 七丰精工 | 873169 |,,,,,* 气派科技,,,,,* 盛龙股份
---,,,# 当前市场题材热度（按资金关注度排序）,,,,| 中天火箭 | 003009 |,,,传媒：,,* 康强电子,,核心个股：,,,* 安泰科技
,,,,,,,| 华体科技 | 603679 |,,,,,* 海光信息,,,,,* 洛阳钼业
# 工业气体,,,## 第一梯队（★★★★★）,,,,,,,* 天娱数科,,* 金安国纪,,* 翔鹭钨业,,,* 海亮股份
,,,,,,,---,,,* 世纪天鸿,,* 圣泉集团,,* 章源钨业,,,* 中钢天源
| 公司   | 股票代码   |,,,### ① AI算力硬件（最强主线）,,,,,,,* 佳云科技,,* 和远气体,,* 中钨高新,,,* 大地熊
| ---- | ------ |,,,,,,,## 7. 元件（PCB/电子元件）,,,,,* 中船特气,,* 厦门钨业,,,
| 中船特气 | 688146 |,,,细分方向：,,,,,,,说明资金开始从AI算力向**AI Agent、AI营销、AI内容生成**扩散。,,,,* 金钼股份,,,说明：
| 华特气体 | 688268 |,,,,,,,| 公司   | 代码     |,,,,,相比昨天：,,* 东方钽业,,,
| 和远气体 | 002971 |,,,* 光通信,,,,| ---- | ------ |,,,其中：,,,,,,,> **战略资源涨价逻辑仍在持续发酵。**
| 三孚股份 | 603938 |,,,* 光纤,,,,| 华正新材 | 603186 |,,,,,* 光刻机热度下降,,这是今天新增最强的周期资源方向。,,,
| 广钢气体 | 688548 |,,,* 光学光电子,,,,| 金安国纪 | 002636 |,,,> 天地在线同时属于AI+传媒双概念，是今天辨识度最高个股之一。,,* PCB、先进封装、电子材料继续加强,,,,,---
| 凯美特气 | 002549 |,,,* 玻璃基板,,,,| 麦捷科技 | 300319 |,,,,,,,---,,,
,,,* CPO,,,,| 格利尔  | 831641 |,,,---,,说明资金仍然围绕国产替代展开。,,,,,## ???? 第三主线：先进封装
---,,,* 6G,,,,| 宝鼎科技 | 002552 |,,,,,,,## ???? 第三主线：电子特气,,,
,,,,,,,| 鹏鼎控股 | 002938 |,,,### ??? 第三主线：电子布涨价,,---,,,,,半导体方向没有退潮，而是聚焦：
# PCB,,,代表个股：,,,,| 顺络电子 | 002138 |,,,,,,,电子特气已经连续多天强化：,,,
,,,,,,,,,,新闻明确指出：,,## ???? 第三主线：PCB产业链,,,,,* 先进封装
| 公司   | 股票代码   |,,,* 沃格光电（603773）,,,,---,,,,,,,* 和远气体（一字涨停）,,,* 封测材料
| ---- | ------ |,,,* 烽火通信（600498）,,,,,,,> 电子布今年5轮涨价，同比翻倍。,,今天PCB再次强化：,,* 昊华科技（一字涨停）,,,* 高端基板
| 世运电路 | 603920 |,,,* 武汉凡谷（002194）,,,,## 8. 养鸡,,,,,,,* 中船特气,,,
| 矩子科技 | 300802 |,,,* 三孚股份（603938）,,,,,,,受益方向：,,* 金安国纪（三连板）,,* 杭氧股份,,,代表：
| 新锐股份 | 688257 |,,,* 长飞光纤（601869）,,,,| 公司   | 代码     |,,,,,* 圣泉集团（二连板）,,* 雅克科技,,,
| 亨通股份 | 600226 |,,,* 中兴通讯（000063）,,,,| ---- | ------ |,,,* 中国巨石,,* 山东玻纤,,,,,* 蓝箭电子
| 东威科技 | 688700 |,,,,,,,| 湘佳股份 | 002982 |,,,* 国际复材,,* 华正新材,,与半导体材料形成联动：,,,* 联瑞新材
| 东山精密 | 002384 |,,,**特点：**,,,,| 晓鸣股份 | 300967 |,,,* 中材科技,,* 宏昌电子,,,,,* 华正新材
,,,,,,,| 民和股份 | 002234 |,,,* 菲利华,,,,```text,,,* 大港股份
---,,,* AI算力升级带动高速互联需求。,,,,| 益生股份 | 002458 |,,,,,而昨天的：,,电子特气,,,* 光力科技
,,,* 光模块、光纤、玻璃基板等方向形成产业链共振，是当前市场最强主线。,,,,| 立华股份 | 300761 |,,,同时带动：,,,,      │,,,
# 燃气轮机,,,,,,,| 仙坛股份 | 002746 |,,,,,* 电子布,,光刻机,,,属于AI芯片产业链的重要方向。
,,,---,,,,| 京基智农 | 000048 |,,,* PCB,,* PCB,,      │,,,
| 公司   | 股票代码   |,,,,,,,,,,* 覆铜板(CCL),,* 光刻机材料,,半导体材料,,,---
| ---- | ------ |,,,## 第二梯队（★★★★☆）,,,,---,,,* 高端电子材料,,* 电子化学品,,      │,,,
| 中国动力 | 600482 |,,,,,,,,,,,,,,先进制程,,,## ??? 第四主线：电网设备
| 杰瑞股份 | 002353 |,,,### ② AI应用（物理AI + 游戏）,,,,## 9. 煤炭,,,这是今天材料端的新催化。,,今天继续扩散到：,,```,,,
| 万泽股份 | 000534 |,,,,,,,,,,,,,,,,,今天数据中心高压直流设备催化：
| 联德股份 | 605060 |,,,代表个股：,,,,| 公司   | 代码     |,,,---,,* 覆铜板,,属于国产替代的重要分支。,,,
| 应流股份 | 603308 |,,,,,,,| ---- | ------ |,,,,,* 电子树脂,,,,,* 泰永长征
,,,* 天娱数科（002354）,,,,| 大有能源 | 600403 |,,,### ??? 第四主线：机器人,,,,---,,,* 华明装备
---,,,* 云从科技（688327）,,,,| 郑州煤电 | 600121 |,,,,,说明资金仍在挖掘AI服务器硬件产业链。,,,,,* 科林电气
,,,* 奥比中光（688322）,,,,| 平煤股份 | 601666 |,,,机器人反复活跃：,,,,## ??? 第四主线：光纤通信,,,* 中熔电气
# 中船系,,,* 中青宝（300052）,,,,| 山西焦煤 | 000983 |,,,,,---,,,,,
,,,* 凯撒文化（002425）,,,,| 宝泰隆  | 601011 |,,,* 埃斯顿,,,,受AI算力基础设施需求刺激：,,,消息刺激：
| 公司   | 股票代码   |,,,* 三七互娱（002555）,,,,| 兖矿能源 | 600188 |,,,* 晋拓股份,,## ??? 第四主线：低空经济,,,,,
| ---- | ------ |,,,,,,,,,,* 景业智能,,,,* 烽火通信,,,> 国产DC800V固态断路器实现规模化商用。
| 中船特气 | 688146 |,,,逻辑：,,,,---,,,* 秦川机床,,资金再次回流：,,* 泰和新材,,,
| 中国动力 | 600482 |,,,,,,,,,,,,,,* 通光线缆,,,未来受益方向：
| 久之洋  | 300516 |,,,* AI Agent、数字人、AI游戏、AI内容生成持续受到资金关注。,,,,## 10. 创新药,,,偏趋势行情，更多属于AI产业链延伸。,,* 宗申动力（三连板）,,* 永鼎股份,,,
| 中船汉光 | 300847 |,,,* AI应用开始承接AI硬件外溢资金。,,,,,,,,,* 上工申贝,,* 金信诺,,,* 数据中心
| 中国船舶 | 600150 |,,,,,,,| 公司   | 代码     |,,,---,,* 邦德股份,,,,,* AI算力中心
,,,---,,,,| ---- | ------ |,,,,,* 万丰奥威,,属于：,,,* 新型电网
---,,,,,,,| 百花医药 | 600721 |,,,### ?? 电力,,* 苏交科,,,,,
,,,## 第三梯队（★★★★☆）,,,,| 津药药业 | 600488 |,,,,,,,> AI算力基础设施（光通信）方向。,,,属于AI基础设施的新分支。
# 高性能碳纤维,,,,,,,| 赛伦生物 | 688163 |,,,电力属于防御板块：,,属于政策催化下的人气板块，但整体强度略弱于AI和半导体。,,,,,
,,,### ③ 半导体材料（光刻胶）,,,,| 鲁抗医药 | 600789 |,,,,,,,虽然强度不如半导体，但连续活跃值得关注。,,,---
| 公司   | 股票代码   |,,,,,,,| 莱美药业 | 300006 |,,,* 深南电A,,---,,,,,
| ---- | ------ |,,,代表个股：,,,,| 三元基因 | 837344 |,,,* 大连热电,,,,---,,,## ??? 第五主线：影视传媒
| 上海石化 | 600688 |,,,,,,,,,,* 上海电力,,## ??? 第五主线：旅游酒店,,,,,
| 中复神鹰 | 688295 |,,,* 百合花（603823）,,,,---,,,,,,,## ??? 第五主线：化工涨价,,,影视板块异动：
| 光威复材 | 300699 |,,,* 江化微（603078）,,,,,,,主要因为：,,文旅方向异动：,,,,,
| 中简科技 | 300777 |,,,* 南大光电（300346）,,,,## 11. 电力,,,,,,,今天硫磺、磷化工方向走强：,,,* 博纳影业
| 吉林碳谷 | 836077 |,,,* 胜科纳米（688757）,,,,,,,* 夏季用电高峰,,* 天府文旅,,,,,* 上海电影
| 恒神股份 | 832397 |,,,,,,,| 公司   | 代码     |,,,* 电煤价格稳定,,* 黄山旅游,,* 兴发集团,,,* 光线传媒
