| 16 | 九丰能源 | **605090** | 电子特气     |,,,,,,,| 股票        | 代码       | 所属题材     |,,,,,,,## ① PCB / CCL产业链,,,,,,,,,,,,### 二、Kimi大模型
| 17 | 华特气体 | **688268** | 电子特气     |,,,,,,,| --------- | -------- | -------- |,,,,,,,,,,,,,,---,,,,,
| 18 | 杭氧股份 | **002430** | 工业气体     |,,,,,,,| 生益科技      | 600183   | PCB、CCL  |,,,,,,,| 股票        | 代码       | 细分       |,,,,,,,,,,,,| 股票   | 代码     |
| 19 | 凯美特气 | **002549** | 特种气体     |,,,,,,,| 广合科技      | 001389   | PCB      |,,,,,,,| --------- | -------- | -------- |,,,,,,,## 二、智能音箱,,,,,| ---- | ------ |
| 20 | 蜀道装备 | **300540** | 工业气体装备   |,,,,,,,| 中英科技      | 300936   | PCB      |,,,,,,,| 广合科技      | 001389   | PCB      |,,,,,,,,,,,,| 九安医疗 | 002432 |
| 21 | 广钢气体 | **688548** | 电子特气     |,,,,,,,| 东山精密      | 002384   | PCB、消费电子 |,,,,,,,| 生益科技      | 600183   | CCL龙头    |,,,,,,,| 股票   | 代码     |,,,,,
| 22 | 金宏气体 | **688106** | 电子特气     |,,,,,,,| 南亚新材      | 688519   | PCB材料    |,,,,,,,| 中英科技      | 300936   | PCB      |,,,,,,,| ---- | ------ |,,,,,---
,,,,,,,| 华正新材      | 603186   | PCB、CCL  |,,,,,,,| 东山精密      | 002384   | PCB+消费电子 |,,,,,,,| 国光电器 | 002045 |,,,,,
---,,,,,,,| 建滔积层板(HK) | 01888.HK | PCB上游    |,,,,,,,| 南亚新材      | 688519   | CCL      |,,,,,,,| 瑞芯微  | 603893 |,,,,,### 三、端侧AI（AI手机/AI眼镜）
,,,,,,,| 建滔集团(HK)  | 00148.HK | 覆铜板(CCL) |,,,,,,,| 华正新材      | 603186   | CCL      |,,,,,,,| 恒玄科技 | 688608 |,,,,,
# 市场主线分析,,,,,,,| 胜宏科技(HK)  | 02476.HK | PCB      |,,,,,,,| 建滔积层板(HK) | 01888.HK | PCB上游    |,,,,,,,| 智度股份 | 000676 |,,,,,| 股票   | 代码     |
,,,,,,,| 药易购       | 300937   | 医药商业     |,,,,,,,| 建滔集团(HK)  | 00148.HK | 覆铜板      |,,,,,,,| 全志科技 | 300458 |,,,,,| ---- | ------ |
从新闻强度、涨停数量和资金扩散情况来看，今天市场有两条主线。,,,,,,,| 人民同泰      | 600829   | 医药商业     |,,,,,,,| 胜宏科技(HK)  | 02476.HK | PCB      |,,,,,,,| 歌尔股份 | 002241 |,,,,,| 米奥会展 | 300795 |
,,,,,,,| 建发致新      | 605298   | 医药流通     |,,,,,,,,,,,,,,| 佳禾智能 | 300793 |,,,,,| 道明光学 | 002632 |
## 第一主线：医药（★★★★★）,,,,,,,| 华人健康      | 301408   | 医药零售     |,,,,,,,---,,,,,,,,,,,,| 格林精密 | 300968 |
,,,,,,,| 达嘉维康      | 301126   | 医药商业     |,,,,,,,,,,,,,,---,,,,,| 福蓉科技 | 603327 |
这是今天最强主线。,,,,,,,| 大参林       | 603233   | 连锁药店     |,,,,,,,## ② 医药商业,,,,,,,,,,,,| 亿道信息 | 001314 |
,,,,,,,| 鹭燕医药      | 002788   | 医药流通     |,,,,,,,,,,,,,,## 三、影视院线,,,,,| 齐心集团 | 002301 |
### 资金攻击路径,,,,,,,| 合富中国      | 603122   | 医疗供应链    |,,,,,,,| 股票   | 代码     | 细分     |,,,,,,,,,,,,
,,,,,,,| 淳中科技      | 603516   | 液冷服务器    |,,,,,,,| ---- | ------ | ------ |,,,,,,,| 股票   | 代码      |,,,,,---
```,,,,,,,| 同飞股份      | 300990   | 液冷散热     |,,,,,,,| 药易购  | 300937 | 医药流通   |,,,,,,,| ---- | ------- |,,,,,
创新药,,,,,,,| 大元泵业      | 603757   | 液冷泵      |,,,,,,,| 人民同泰 | 600829 | 医药商业   |,,,,,,,| 儒意电影 | 0136.HK |,,,,,### 四、智能驾驶
    ↓,,,,,,,| 冰轮环境      | 000811   | 液冷       |,,,,,,,| 建发致新 | 605298 | 医疗器械流通 |,,,,,,,| 欢瑞世纪 | 000892  |,,,,,
中药,,,,,,,| 南方泵业      | 300145   | 液冷       |,,,,,,,| 华人健康 | 301408 | 医药零售   |,,,,,,,| 光线传媒 | 300251  |,,,,,| 股票   | 代码     |
    ↓,,,,,,,| 飞龙股份      | 002536   | 液冷、汽车零部件 |,,,,,,,| 达嘉维康 | 301126 | 医药商业   |,,,,,,,| 北京文化 | 000802  |,,,,,| ---- | ------ |
化学制药,,,,,,,| 气派科技      | 688216   | 先进封装     |,,,,,,,| 大参林  | 603233 | 连锁药店   |,,,,,,,| 中国电影 | 600977  |,,,,,| 索菱股份 | 002766 |
    ↓,,,,,,,| 华天科技      | 002185   | 封装测试     |,,,,,,,| 鹭燕医药 | 002788 | 医药流通   |,,,,,,,,,,,,| 大众交通 | 600611 |
生物制药,,,,,,,| 联动科技      | 301369   | 半导体设备    |,,,,,,,| 合富中国 | 603122 | 医疗供应链  |,,,,,,,---,,,,,| 莱赛激光 | 871263 |
    ↓,,,,,,,| 领先股份      | 002712   | 半导体      |,,,,,,,,,,,,,,,,,,,| 万集科技 | 300552 |
医药商业,,,,,,,| 中科飞测      | 688361   | 半导体检测    |,,,,,,,---,,,,,,,## 四、脑机接口,,,,,| 兴民智通 | 002355 |
```,,,,,,,| 三佳科技      | 600520   | 封装设备     |,,,,,,,,,,,,,,,,,,,
,,,,,,,| 大有能源      | 600403   | 煤炭       |,,,,,,,## ③ 液冷服务器,,,,,,,| 股票   | 代码     |,,,,,---
表现特点：,,,,,,,| 昊华能源      | 601101   | 煤炭       |,,,,,,,,,,,,,,| ---- | ------ |,,,,,
,,,,,,,| 兖矿能源      | 600188   | 煤炭       |,,,,,,,| 股票   | 代码     |,,,,,,,| 创新医疗 | 002173 |,,,,,### 五、DeepSeek概念
* 哈药股份2连板,,,,,,,| 晋控煤业      | 601001   | 煤炭       |,,,,,,,| ---- | ------ |,,,,,,,| 倍益康  | 870199 |,,,,,
* 立方制药3连板,,,,,,,| 中煤能源      | 601898   | 煤炭       |,,,,,,,| 淳中科技 | 603516 |,,,,,,,| 佳禾智能 | 300793 |,,,,,| 股票   | 代码     |
* 九芝堂涨停,,,,,,,| 山煤国际      | 600546   | 煤炭       |,,,,,,,| 同飞股份 | 300990 |,,,,,,,| 爱朋医疗 | 300753 |,,,,,| ---- | ------ |
* 陇神戎发20CM,,,,,,,| 中百集团      | 000759   | 零售       |,,,,,,,| 大元泵业 | 603757 |,,,,,,,| 塞力医疗 | 603716 |,,,,,| 开润股份 | 300577 |
* 万邦医药20CM,,,,,,,| 中央商场      | 600280   | 零售       |,,,,,,,| 冰轮环境 | 000811 |,,,,,,,| 三博脑科 | 301293 |,,,,,
* 北交所生物谷、新赣江同步大涨,,,,,,,| 汇嘉时代      | 603101   | 零售       |,,,,,,,| 南方泵业 | 300145 |,,,,,,,,,,,,---
,,,,,,,| 永辉超市      | 601933   | 商超       |,,,,,,,| 飞龙股份 | 002536 |,,,,,,,---,,,,,
说明：,,,,,,,| 珠免集团      | 600185   | 免税零售     |,,,,,,,,,,,,,,,,,,,### 六、电子特气
,,,,,,,| 艾艾精工      | 603580   | 控制权变更    |,,,,,,,---,,,,,,,## 五、PCB,,,,,
> **资金已经不仅炒创新药，而是扩散到整个医药板块。**,,,,,,,,,,,,,,,,,,,,,,,,,,| 股票   | 代码     |
,,,,,,,---,,,,,,,## ④ 先进封装,,,,,,,| 股票   | 代码     |,,,,,| ---- | ------ |
这是典型的：,,,,,,,,,,,,,,,,,,,,,| ---- | ------ |,,,,,| 陕鼓动力 | 601369 |
,,,,,,,# 三、题材归类分析,,,,,,,| 股票   | 代码     |,,,,,,,| 贤丰控股 | 002141 |,,,,,| 中巨芯  | 688549 |
**主线进入发散阶段。**,,,,,,,,,,,,,,| ---- | ------ |,,,,,,,| 逸豪新材 | 301176 |,,,,,| 中船特气 | 688146 |
,,,,,,,## ① PCB产业链（★★★★★ 今日最强）,,,,,,,| 气派科技 | 688216 |,,,,,,,| 景旺电子 | 603228 |,,,,,| 广钢气体 | 688548 |
---,,,,,,,,,,,,,,| 华天科技 | 002185 |,,,,,,,| 南亚新材 | 688519 |,,,,,| 九丰能源 | 605090 |
,,,,,,,核心个股：,,,,,,,| 联动科技 | 301369 |,,,,,,,| 广合科技 | 001389 |,,,,,| 昊华科技 | 600378 |
### 龙头梯队,,,,,,,,,,,,,,| 中科飞测 | 688361 |,,,,,,,| 鹏鼎控股 | 002938 |,,,,,
,,,,,,,* 生益科技（涨停）,,,,,,,| 三佳科技 | 600520 |,,,,,,,,,,,,---
#### 第一梯队（高度龙）,,,,,,,* 广合科技（涨停）,,,,,,,| 领先股份 | 002712 |,,,,,,,---,,,,,
,,,,,,,* 华正新材,,,,,,,,,,,,,,,,,,,### 七、交换机
| 股票   | 高度 |,,,,,,,* 东山精密,,,,,,,---,,,,,,,## 六、创新药,,,,,
| ---- | -- |,,,,,,,* 南亚新材,,,,,,,,,,,,,,,,,,,| 股票   | 代码     |
| 立方制药 | 3板 |,,,,,,,* 中英科技,,,,,,,## ⑤ 零售消费,,,,,,,| 股票   | 代码     |,,,,,| ---- | ------ |
| 哈药股份 | 2板 |,,,,,,,,,,,,,,,,,,,,,| ---- | ------ |,,,,,| 共进股份 | 603118 |
,,,,,,,港股同步：,,,,,,,| 股票   | 代码     |,,,,,,,| 哈药股份 | 600664 |,,,,,| 星网锐捷 | 002396 |
---,,,,,,,,,,,,,,| ---- | ------ |,,,,,,,| 海创药业 | 688302 |,,,,,| 东土科技 | 300353 |
,,,,,,,* 建滔积层板,,,,,,,| 中百集团 | 000759 |,,,,,,,| 博瑞医药 | 688166 |,,,,,| 迪普科技 | 300768 |
#### 第二梯队（20CM）,,,,,,,* 建滔集团,,,,,,,| 中央商场 | 600280 |,,,,,,,| 百花医药 | 600721 |,,,,,| 恒为科技 | 603496 |
,,,,,,,* 胜宏科技,,,,,,,| 汇嘉时代 | 603101 |,,,,,,,| 睿智医药 | 300149 |,,,,,
* 陇神戎发,,,,,,,,,,,,,,| 永辉超市 | 601933 |,,,,,,,| 盘龙药业 | 002864 |,,,,,---
* 万邦医药,,,,,,,### 驱动逻辑,,,,,,,| 珠免集团 | 600185 |,,,,,,,| 重药控股 | 000950 |,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,# 今日热点出现频次（按股票统计）
创业板开始出现20CM赚钱效应。,,,,,,,* AI服务器持续放量。,,,,,,,---,,,,,,,---,,,,,
,,,,,,,* PCB第三轮涨价预期持续发酵。,,,,,,,,,,,,,,,,,,,### 出现2次
---,,,,,,,* 覆铜板（CCL）供给偏紧。,,,,,,,## ⑥ 煤炭,,,,,,,## 七、华为昇腾,,,,,
,,,,,,,* 港股PCB板块同步走强，形成A/H共振。,,,,,,,,,,,,,,,,,,,* 华银电力（600744）
#### 第三梯队（补涨）,,,,,,,,,,,,,,| 股票   | 代码     |,,,,,,,| 股票   | 代码     |,,,,,
,,,,,,,**点评：**,,,,,,,| ---- | ------ |,,,,,,,| ---- | ------ |,,,,,### 其余出现1次
* 九芝堂,,,,,,,PCB依然是AI硬件产业链中最强的细分方向，资金认可度最高，趋势仍处于主升阶段。,,,,,,,| 大有能源 | 600403 |,,,,,,,| 恒为科技 | 603496 |,,,,,
* 生物谷,,,,,,,,,,,,,,| 昊华能源 | 601101 |,,,,,,,| 神州数码 | 000034 |,,,,,* 桂冠电力（600236）
* 上海凯宝,,,,,,,---,,,,,,,| 兖矿能源 | 600188 |,,,,,,,| 真视通  | 002771 |,,,,,* 乐山电力（600644）
* 新赣江,,,,,,,,,,,,,,| 晋控煤业 | 601001 |,,,,,,,| 银信科技 | 300231 |,,,,,* 深南电A（000037）
* 广誉远,,,,,,,## ② 医药商业（★★★★☆）,,,,,,,| 中煤能源 | 601898 |,,,,,,,| 云天励飞 | 688343 |,,,,,* 杭州热电（605011）
* 以岭药业,,,,,,,,,,,,,,| 山煤国际 | 600546 |,,,,,,,| 众诚科技 | 835207 |,,,,,* 西昌电力（600505）
,,,,,,,核心个股：,,,,,,,,,,,,,,,,,,,* 珈伟新能（300317）
说明：,,,,,,,,,,,,,,---,,,,,,,---,,,,,* 九洲集团（300040）
,,,,,,,* 药易购（20CM涨停）,,,,,,,,,,,,,,,,,,,* 九安医疗（002432）
资金已经开始挖掘低位补涨。,,,,,,,* 人民同泰（涨停）,,,,,,,## ⑦ 其他事件驱动,,,,,,,,,,,,* 米奥会展（300795）
,,,,,,,* 华人健康,,,,,,,,,,,,,,,,,,,* 道明光学（002632）
---,,,,,,,* 建发致新,,,,,,,| 股票   | 代码     | 原因    |,,,,,,,,,,,,* 格林精密（300968）
,,,,,,,* 达嘉维康,,,,,,,| ---- | ------ | ----- |,,,,,,,,,,,,* 福蓉科技（603327）
### 医药还能玩吗？,,,,,,,* 大参林,,,,,,,| 艾艾精工 | 603580 | 控制权变更 |,,,,,,,,,,,,* 亿道信息（001314）
,,,,,,,* 鹭燕医药,,,,,,,,,,,,,,,,,,,* 齐心集团（002301）
可以，但要注意节奏。,,,,,,,* 合富中国,,,,,,,---,,,,,,,,,,,,* 索菱股份（002766）
,,,,,,,,,,,,,,,,,,,,,,,,,,* 大众交通（600611）
一般主线生命周期：,,,,,,,### 驱动逻辑,,,,,,,# 三、今日题材分析,,,,,,,,,,,,* 莱赛激光（871263）
,,,,,,,,,,,,,,,,,,,,,,,,,,* 万集科技（300552）
```,,,,,,,近期创新药行情持续发酵后，资金开始向**医药流通、零售药房**扩散。,,,,,,,## ① PCB——仍然是市场绝对主线（★★★★★）,,,,,,,,,,,,* 兴民智通（002355）
龙头涨停,,,,,,,,,,,,,,,,,,,,,,,,,,* 开润股份（300577）
↓,,,,,,,属于：,,,,,,,### 龙头,,,,,,,,,,,,* 陕鼓动力（601369）
,,,,,,,,,,,,,,,,,,,,,,,,,,* 中巨芯（688549）
20CM启动,,,,,,,> 创新药 → CRO → 医药商业,,,,,,,* 广合科技（涨停）,,,,,,,,,,,,* 中船特气（688146）
,,,,,,,,,,,,,,* 生益科技（涨停）,,,,,,,,,,,,* 广钢气体（688548）
↓,,,,,,,的补涨链条。,,,,,,,,,,,,,,,,,,,* 九丰能源（605090）
,,,,,,,,,,,,,,跟涨：,,,,,,,,,,,,* 昊华科技（600378）
低位补涨,,,,,,,**点评：**,,,,,,,,,,,,,,,,,,,* 共进股份（603118）
,,,,,,,医药板块内部轮动明显，资金从研发端逐步扩散到商业流通端，属于健康的板块内部扩散。,,,,,,,* 东山精密,,,,,,,,,,,,* 星网锐捷（002396）
↓,,,,,,,,,,,,,,* 华正新材,,,,,,,,,,,,* 东土科技（300353）
,,,,,,,---,,,,,,,* 南亚新材,,,,,,,,,,,,* 迪普科技（300768）
板块高潮,,,,,,,,,,,,,,* 中英科技,,,,,,,,,,,,* 恒为科技（603496）
,,,,,,,## ③ 液冷服务器（★★★★☆）,,,,,,,,,,,,,,,,,,,
↓,,,,,,,,,,,,,,港股同步上涨：,,,,,,,,,,,,
,,,,,,,核心：,,,,,,,,,,,,,,,,,,,
第一次分歧,,,,,,,,,,,,,,* 建滔积层板,,,,,,,,,,,,
,,,,,,,* 淳中科技（涨停）,,,,,,,* 建滔集团,,,,,,,,,,,,
↓,,,,,,,* 同飞股份,,,,,,,* 胜宏科技,,,,,,,,,,,,
,,,,,,,* 大元泵业,,,,,,,,,,,,,,,,,,,
第二波,,,,,,,* 冰轮环境,,,,,,,### 驱动逻辑,,,,,,,,,,,,
```,,,,,,,* 南方泵业,,,,,,,,,,,,,,,,,,,
,,,,,,,* 飞龙股份,,,,,,,今天最大的特点：,,,,,,,,,,,,
目前更像：,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,### 驱动逻辑,,,,,,,> **A股+港股PCB同步上涨。**,,,,,,,,,,,,
> **高潮前半段或高潮初期。**,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,AI服务器功耗持续提升，液冷需求快速增长。,,,,,,,说明：,,,,,,,,,,,,
如果明天：,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,资金重新回流液冷板块，说明AI硬件主线热度仍在。,,,,,,,资金已经不仅仅炒个股，,,,,,,,,,,,,
* 龙头继续连板,,,,,,,,,,,,,,,,,,,,,,,,,,
* 医药成交额继续放大,,,,,,,---,,,,,,,而是在炒整个产业链。,,,,,,,,,,,,
* 涨停家数继续增加,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,## ④ 先进封装（★★★★☆）,,,,,,,目前上涨逻辑：,,,,,,,,,,,,
那么医药仍是第一主线。,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,核心：,,,,,,,* AI服务器订单持续释放,,,,,,,,,,,,
如果：,,,,,,,,,,,,,,* PCB第三轮涨价,,,,,,,,,,,,
,,,,,,,* 气派科技,,,,,,,* 覆铜板(CCL)持续缺货,,,,,,,,,,,,
* 龙头炸板,,,,,,,* 华天科技,,,,,,,* AI交换机需求增加,,,,,,,,,,,,
* 后排掉队,,,,,,,* 中科飞测,,,,,,,,,,,,,,,,,,,
,,,,,,,* 三佳科技,,,,,,,资金已经形成：,,,,,,,,,,,,
则可能进入第一次分歧。,,,,,,,* 联动科技,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,> PCB→CCL→玻纤→铜箔,,,,,,,,,,,,
---,,,,,,,### 驱动逻辑,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,整个产业链行情。,,,,,,,,,,,,
# 第二主线：电子特气（★★★★☆）,,,,,,,先进封装受益于AI芯片、高性能计算（HPC）需求增长，与PCB、液冷共同构成AI硬件产业链。,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,**点评：**,,,,,,,,,,,,
今天属于：,,,,,,,资金呈现：,,,,,,,PCB仍是当前市场最强主线，也是AI硬件景气度最高的细分方向。,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
**消息驱动+产业逻辑。**,,,,,,,AI服务器 → PCB → 封装 → 半导体设备,,,,,,,---,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
特点：,,,,,,,的轮动特征。,,,,,,,## ② 医药商业——创新药后的新扩散方向（★★★★☆）,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
```,,,,,,,---,,,,,,,龙头：,,,,,,,,,,,,
九丰能源,,,,,,,,,,,,,,,,,,,,,,,,,,
↓,,,,,,,## ⑤ 煤炭（★★★☆☆）,,,,,,,* 药易购（20CM）,,,,,,,,,,,,
,,,,,,,,,,,,,,* 人民同泰（涨停）,,,,,,,,,,,,
华特气体,,,,,,,核心：,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,跟涨：,,,,,,,,,,,,
↓,,,,,,,* 大有能源（涨停）,,,,,,,,,,,,,,,,,,,
,,,,,,,* 昊华能源,,,,,,,* 华人健康,,,,,,,,,,,,
广钢气体,,,,,,,* 兖矿能源,,,,,,,* 建发致新,,,,,,,,,,,,
,,,,,,,* 晋控煤业,,,,,,,* 达嘉维康,,,,,,,,,,,,
↓,,,,,,,* 中煤能源,,,,,,,* 大参林,,,,,,,,,,,,
,,,,,,,* 山煤国际,,,,,,,* 鹭燕医药,,,,,,,,,,,,
金宏气体,,,,,,,,,,,,,,* 合富中国,,,,,,,,,,,,
,,,,,,,### 驱动逻辑,,,,,,,,,,,,,,,,,,,
↓,,,,,,,,,,,,,,### 驱动逻辑,,,,,,,,,,,,
,,,,,,,属于资源股补涨，更多受周期和高股息资金配置影响。,,,,,,,,,,,,,,,,,,,
凯美特气,,,,,,,,,,,,,,资金已经从：,,,,,,,,,,,,
```,,,,,,,**点评：**,,,,,,,,,,,,,,,,,,,
,,,,,,,与科技主线相比，持续性预计略弱，更偏防御属性。,,,,,,,创新药,,,,,,,,,,,,
基本都是：,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,---,,,,,,,↓,,,,,,,,,,,,
半导体材料,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,## ⑥ 零售消费（★★★☆☆）,,,,,,,CXO,,,,,,,,,,,,
↓,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,核心：,,,,,,,↓,,,,,,,,,,,,
电子特气,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,* 中百集团（涨停）,,,,,,,医疗器械,,,,,,,,,,,,
↓,,,,,,,* 中央商场,,,,,,,,,,,,,,,,,,,
,,,,,,,* 汇嘉时代,,,,,,,↓,,,,,,,,,,,,
国产替代,,,,,,,* 永辉超市,,,,,,,,,,,,,,,,,,,
,,,,,,,* 珠免集团,,,,,,,**医药商业**,,,,,,,,,,,,
属于：,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,### 驱动逻辑,,,,,,,开始扩散。,,,,,,,,,,,,
**AI硬件+半导体产业链。**,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,消费板块超跌修复，叠加政策预期及暑期消费旺季。,,,,,,,这是近几天最明显的新变化。,,,,,,,,,,,,
---,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,**点评：**,,,,,,,说明：,,,,,,,,,,,,
为什么电子特气突然走强？,,,,,,,目前仍属于轮动行情，尚未形成持续主线。,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,机构资金没有离开医药。,,,,,,,,,,,,
电子特气主要用于：,,,,,,,---,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,只是板块内部轮动。,,,,,,,,,,,,
* 芯片制造,,,,,,,# 四、今日盘面分析,,,,,,,,,,,,,,,,,,,
* 光刻,,,,,,,,,,,,,,---,,,,,,,,,,,,
* 刻蚀,,,,,,,今日市场呈现出典型的**科技主线强化、医药扩散、消费修复**格局。,,,,,,,,,,,,,,,,,,,
* CVD,,,,,,,,,,,,,,## ③ 液冷服务器——AI主线继续强化（★★★★☆）,,,,,,,,,,,,
* OLED,,,,,,,### 科技方向,,,,,,,,,,,,,,,,,,,
* 存储芯片,,,,,,,,,,,,,,核心：,,,,,,,,,,,,
,,,,,,,资金继续围绕AI硬件产业链：,,,,,,,,,,,,,,,,,,,
属于：,,,,,,,,,,,,,,* 淳中科技（涨停）,,,,,,,,,,,,
,,,,,,,AI服务器,,,,,,,,,,,,,,,,,,,
> **国产半导体材料方向。**,,,,,,,→ PCB,,,,,,,跟涨：,,,,,,,,,,,,
,,,,,,,→ 液冷,,,,,,,,,,,,,,,,,,,
而且：,,,,,,,→ 先进封装,,,,,,,* 同飞股份,,,,,,,,,,,,
,,,,,,,,,,,,,,* 飞龙股份,,,,,,,,,,,,
九丰能源一字板，,,,,,,,形成完整产业链轮动。,,,,,,,* 冰轮环境,,,,,,,,,,,,
,,,,,,,,,,,,,,* 南方泵业,,,,,,,,,,,,
封单24亿，,,,,,,,PCB再次成为市场最强热点，显示资金对AI基础设施投资逻辑仍高度认可。,,,,,,,* 大元泵业,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
说明机构资金参与明显。,,,,,,,---,,,,,,,液冷仍属于：,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
---,,,,,,,### 医药方向,,,,,,,AI服务器,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
# 两条主线比较,,,,,,,创新药热度并未消退，而是向医药商业、流通领域扩散。,,,,,,,↓,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
| 维度   | 医药    | 电子特气  |,,,,,,,这说明机构资金仍在医药板块内持续配置。,,,,,,,散热,,,,,,,,,,,,
| ---- | ----- | ----- |,,,,,,,,,,,,,,,,,,,,,,,,,,
| 持续性  | ★★★★★ | ★★★★☆ |,,,,,,,---,,,,,,,↓,,,,,,,,,,,,
